Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Left Bars,Right Bars,Enable Long Entry,Enable Short Entry,Entry Type,Trigger Distance (ticks),Stop Loss (ticks),Take Profit (ticks),Trade Cutoff Time (ET),Enable Long Breakout,Enable Short Breakout,Breakout Entry Type,Breakout Trigger Distance (ticks),Breakout Stop Loss (ticks),Breakout Take Profit (ticks),Breakout Left Bars,Breakout Right Bars
1982,CME_MINI:MNQ1!,5,"2,180.00","1,740.00",440,34.92,40.68,29.85,1.45,1.83,1.16,620,"191,850.00",126,59,67,0,0,0,17.3,29.49,6.57,160,160,160,60,60,60,160,160,160,60,60,60,15,10,Touch,100,120,320,,,,,,,,,,,
1872,CME_MINI:MNQ1!,5,"1,940.00","1,680.00",260,33.85,40,28.57,1.38,1.78,1.09,736,"191,850.00",130,60,70,0,0,0,14.92,28,3.71,160,160,160,60,60,60,160,160,160,60,60,60,15,10,Touch,90,120,320,,,,,,,,,,,
2092,CME_MINI:MNQ1!,5,"2,040.00","1,640.00",400,34.71,40.35,29.69,1.44,1.8,1.15,560,"191,850.00",121,57,64,0,0,0,16.86,28.77,6.25,160,160,160,60,60,60,160,160,160,60,60,60,15,10,Touch,110,120,320,,,,,,,,,,,
1871,CME_MINI:MNQ1!,5,"1,591.00","1,620.00",-29,32.58,39.34,26.76,1.3,1.73,0.99,999,"191,850.00",132,61,71,0,0,0,12.05,26.56,-0.41,160,160,160,60.1,60,60.18,160,160,160,69,60,69,10,10,Touch,90,120,320,,,,,,,,,,,
1761,CME_MINI:MNQ1!,5,"1,451.00","1,600.00",-149,31.88,38.46,26.03,1.26,1.67,0.95,999,"191,850.00",138,65,73,0,0,0,10.51,24.62,-2.04,160,160,160,60.1,60,60.17,160,160,160,69,60,69,10,10,Touch,80,120,320,,,,,,,,,,,
1984,CME_MINI:MNQ1!,5,"2,000.00","1,540.00",460,34.75,40,30.16,1.44,1.78,1.18,840,"191,850.00",118,55,63,0,0,0,16.95,28,7.3,160,160,160,60,60,60,160,160,160,60,60,60,25,10,Touch,100,120,320,,,,,,,,,,,
1445,CME_MINI:MNQ1!,5,"1,540.00","1,500.00",40,28.1,32.35,22.64,1.39,1.74,1.02,485.5,"191,850.00",121,68,53,0,0,0,12.73,22.06,0.75,160,160,160,45.35,43.91,47,160,160,160,60,60,60,25,25,Touch,90,80,320,,,,,,,,,,,
1762,CME_MINI:MNQ1!,5,"1,860.00","1,500.00",360,33.33,38.1,29.17,1.35,1.64,1.12,760,"191,850.00",135,63,72,0,0,0,13.78,23.81,5,160,160,160,60,60,60,160,160,160,60,60,60,15,10,Touch,80,120,320,,,,,,,,,,,
1677,CME_MINI:MNQ1!,5,960,"1,480.00",-520,26.92,35.09,17.02,1.27,1.86,0.71,388.5,"191,850.00",104,57,47,0,0,0,9.23,25.96,-11.06,160,160,160,46.93,46.49,47.37,160,160,160,60,60,60,30,40,Touch,110,80,320,,,,,,,,,,,
1874,CME_MINI:MNQ1!,5,"1,820.00","1,480.00",340,33.88,39.29,29.23,1.38,1.73,1.13,920,"191,850.00",121,56,65,0,0,0,15.04,26.43,5.23,160,160,160,60,60,60,160,160,160,60,60,60,25,10,Touch,90,120,320,,,,,,,,,,,
1567,CME_MINI:MNQ1!,5,940,"1,460.00",-520,26.67,34.48,17.02,1.27,1.84,0.71,388.5,"191,850.00",105,58,47,0,0,0,8.95,25.17,-11.06,160,160,160,46.58,45.79,47.37,160,160,160,60,60,60,30,40,Touch,100,80,320,,,,,,,,,,,
1981,CME_MINI:MNQ1!,5,"1,671.00","1,460.00",211,33.07,38.33,28.36,1.33,1.66,1.07,879,"191,850.00",127,60,67,0,0,0,13.16,24.33,3.15,160,160,160,60.11,60,60.19,160,160,160,69,60,69,10,10,Touch,100,120,320,,,,,,,,,,,
1665,CME_MINI:MNQ1!,5,"1,620.00","1,440.00",180,28.81,32.81,24.07,1.42,1.75,1.09,445.5,"191,850.00",118,64,54,0,0,0,13.73,22.5,3.33,160,160,160,46.02,44.65,47.5,160,160,160,60,60,60,25,25,Touch,110,80,320,,,,,,,,,,,
2094,CME_MINI:MNQ1!,5,"1,800.00","1,440.00",360,34.21,39.62,29.51,1.41,1.75,1.14,780,"191,850.00",114,53,61,0,0,0,15.79,27.17,5.9,160,160,160,60,60,60,160,160,160,60,60,60,25,10,Touch,110,120,320,,,,,,,,,,,
662,CME_MINI:MNQ1!,5,"1,690.00","1,420.00",270,36.51,42.37,31.34,1.36,1.7,1.1,700,"191,850.00",126,59,67,0,0,0,13.41,24.07,4.03,139.78,138.4,141.43,60,60,60,160,160,160,60,60,60,15,10,Touch,100,120,260,,,,,,,,,,,
1335,CME_MINI:MNQ1!,5,"1,580.00","1,420.00",160,28,31.43,23.64,1.39,1.68,1.08,525.5,"191,850.00",125,70,55,0,0,0,12.64,20.29,2.91,160,160,160,45.17,43.75,46.83,160,160,160,60,60,60,25,25,Touch,80,80,320,,,,,,,,,,,
1457,CME_MINI:MNQ1!,5,900,"1,420.00",-520,26.42,33.9,17.02,1.25,1.8,0.71,389,"191,850.00",106,59,47,0,0,0,8.49,24.07,-11.06,160,160,160,46.49,45.64,47.37,160,160,160,60,60,60,30,40,Touch,90,80,320,,,,,,,,,,,
1542,CME_MINI:MNQ1!,5,"1,660.00","1,420.00",240,28.57,33.9,23.88,1.4,1.8,1.1,540,"191,850.00",126,59,67,0,0,0,13.17,24.07,3.58,160,160,160,46.07,45.64,46.4,160,160,160,60,60,60,15,10,Touch,100,80,320,,,,,,,,,,,
1555,CME_MINI:MNQ1!,5,"1,400.00","1,420.00",-20,27.73,32.31,22.22,1.36,1.73,0.99,485.5,"191,850.00",119,65,54,0,0,0,11.76,21.85,-0.37,160,160,160,45.65,44.09,47.32,160,160,160,60,60,60,25,25,Touch,100,80,320,,,,,,,,,,,
1347,CME_MINI:MNQ1!,5,980,"1,380.00",-400,26.61,33.33,18.37,1.27,1.76,0.78,425,"191,850.00",109,60,49,0,0,0,8.99,23,-8.16,160,160,160,46.33,45.5,47.18,160,160,160,60,60,60,30,40,Touch,80,80,320,,,,,,,,,,,
1432,CME_MINI:MNQ1!,5,"1,500.00","1,380.00",120,27.69,33.33,22.86,1.35,1.76,1.05,600,"191,850.00",130,60,70,0,0,0,11.54,23,1.71,160,160,160,45.81,45.5,46.04,160,160,160,60,60,60,15,10,Touch,90,80,320,,,,,,,,,,,
1544,CME_MINI:MNQ1!,5,"1,620.00","1,380.00",240,28.81,34.55,23.81,1.42,1.83,1.11,640,"191,850.00",118,55,63,0,0,0,13.73,25.09,3.81,160,160,160,46.02,46.11,45.96,160,160,160,60,60,60,25,10,Touch,100,80,320,,,,,,,,,,,
552,CME_MINI:MNQ1!,5,"1,640.00","1,360.00",280,36.15,41.67,31.43,1.33,1.65,1.1,820,"191,850.00",130,60,70,0,0,0,12.62,22.67,4,139.57,138.4,140.91,60,60,60,160,160,160,60,60,60,15,10,Touch,90,120,260,,,,,,,,,,,
1678,CME_MINI:MNQ1!,5,"1,000.00","1,360.00",-360,27.55,34.55,18.6,1.3,1.81,0.78,448.5,"191,850.00",98,55,43,0,0,0,10.2,24.73,-8.37,160,160,160,47.43,46.67,48.24,160,160,160,60,60,60,35,40,Touch,110,80,320,,,,,,,,,,,
2091,CME_MINI:MNQ1!,5,"1,531.00","1,360.00",171,32.79,37.93,28.13,1.31,1.63,1.06,819,"191,850.00",122,58,64,0,0,0,12.55,23.45,2.67,160,160,160,60.11,60,60.2,160,160,160,69,60,69,10,10,Touch,110,120,320,,,,,,,,,,,
772,CME_MINI:MNQ1!,5,"1,610.00","1,350.00",260,36.36,42.11,31.25,1.35,1.68,1.1,640,"191,850.00",121,57,64,0,0,0,13.31,23.68,4.06,140.23,138.75,142,60,60,60,160,160,160,60,60,60,15,10,Touch,110,120,260,,,,,,,,,,,
1434,CME_MINI:MNQ1!,5,"1,500.00","1,340.00",160,28.1,33.93,23.08,1.38,1.79,1.07,680,"191,850.00",121,56,65,0,0,0,12.4,23.93,2.46,160,160,160,45.81,45.95,45.71,160,160,160,60,60,60,25,10,Touch,90,80,320,,,,,,,,,,,
1568,CME_MINI:MNQ1!,5,980,"1,340.00",-360,27.27,33.93,18.6,1.29,1.79,0.78,448.5,"191,850.00",99,56,43,0,0,0,9.9,23.93,-8.37,160,160,160,47.04,45.95,48.24,160,160,160,60,60,60,35,40,Touch,100,80,320,,,,,,,,,,,
551,CME_MINI:MNQ1!,5,"1,731.00","1,330.00",401,36.36,40.98,32.39,1.35,1.62,1.14,959,"191,850.00",132,61,71,0,0,0,13.11,21.8,5.65,140,139.6,140.43,60.11,60,60.19,160,160,160,69,60,69,10,10,Touch,90,120,260,,,,,,,,,,,
1446,CME_MINI:MNQ1!,5,"1,500.00","1,320.00",180,28.1,31.34,24.07,1.38,1.65,1.09,485,"191,850.00",121,67,54,0,0,0,12.4,19.7,3.33,160,160,160,45.81,44.35,47.5,160,160,160,60,60,60,30,25,Touch,90,80,320,,,,,,,,,,,
1985,CME_MINI:MNQ1!,5,"1,300.00","1,320.00",-20,32.17,38.18,26.67,1.28,1.65,0.99,972,"191,850.00",115,55,60,0,0,0,11.3,24,-0.33,160,160,160,60,60,60,160,160,160,60,60,60,30,10,Touch,100,120,320,,,,,,,,,,,
1458,CME_MINI:MNQ1!,5,940,"1,300.00",-360,27,33.33,18.6,1.28,1.75,0.78,449,"191,850.00",100,57,43,0,0,0,9.4,22.81,-8.37,160,160,160,46.94,45.79,48.24,160,160,160,60,60,60,35,40,Touch,90,80,320,,,,,,,,,,,
1652,CME_MINI:MNQ1!,5,"1,460.00","1,300.00",160,28.1,33.33,23.44,1.37,1.75,1.07,500,"191,850.00",121,57,64,0,0,0,12.07,22.81,2.5,160,160,160,46.28,45.79,46.67,160,160,160,60,60,60,15,10,Touch,110,80,320,,,,,,,,,,,
441,CME_MINI:MNQ1!,5,"1,561.00","1,280.00",281,35.51,40,31.51,1.3,1.55,1.1,"1,079.00","191,850.00",138,65,73,0,0,0,11.31,19.69,3.85,139.8,139.23,140.43,60.1,60,60.18,160,160,160,69,60,69,10,10,Touch,80,120,260,,,,,,,,,,,
1322,CME_MINI:MNQ1!,5,"1,500.00","1,260.00",240,27.41,31.75,23.61,1.34,1.65,1.1,600,"191,850.00",135,63,72,0,0,0,11.11,20,3.33,160,160,160,45.57,45.12,45.93,160,160,160,60,60,60,15,10,Touch,80,80,320,,,,,,,,,,,
1348,CME_MINI:MNQ1!,5,"1,020.00","1,260.00",-240,27.18,32.76,20,1.29,1.71,0.86,449,"191,850.00",103,58,45,0,0,0,9.9,21.72,-5.33,160,160,160,46.76,45.64,48,160,160,160,60,60,60,35,40,Touch,80,80,320,,,,,,,,,,,
1654,CME_MINI:MNQ1!,5,"1,380.00","1,260.00",120,28.07,33.96,22.95,1.37,1.78,1.06,600,"191,850.00",114,53,61,0,0,0,12.11,23.77,1.97,160,160,160,46.17,46.29,46.09,160,160,160,60,60,60,25,10,Touch,110,80,320,,,,,,,,,,,
1663,CME_MINI:MNQ1!,5,"1,100.00","1,260.00",-160,25.98,31.25,20.63,1.26,1.65,0.93,668.5,"191,850.00",127,64,63,0,0,0,8.66,19.69,-2.54,160,160,160,44.95,44.09,45.71,160,160,160,60,60,60,15,25,Touch,110,80,320,,,,,,,,,,,
1875,CME_MINI:MNQ1!,5,"1,120.00","1,260.00",-140,31.36,37.5,25.81,1.23,1.6,0.95,"1,092.00","191,850.00",118,56,62,0,0,0,9.49,22.5,-2.26,160,160,160,60,60,60,160,160,160,60,60,60,30,10,Touch,90,120,320,,,,,,,,,,,
1983,CME_MINI:MNQ1!,5,"1,660.00","1,260.00",400,33.33,37.5,29.69,1.35,1.6,1.15,840,"191,850.00",120,56,64,0,0,0,13.83,22.5,6.25,160,160,160,60,60,60,160,160,160,60,60,60,20,10,Touch,100,120,320,,,,,,,,,,,
1336,CME_MINI:MNQ1!,5,"1,540.00","1,240.00",300,28,30.43,25,1.38,1.58,1.15,525,"191,850.00",125,69,56,0,0,0,12.32,17.97,5.36,160,160,160,45.62,44.17,47.32,160,160,160,60,60,60,30,25,Touch,80,80,320,,,,,,,,,,,
1358,CME_MINI:MNQ1!,5,"1,060.00","1,240.00",-180,28.13,33.96,20.93,1.33,1.76,0.89,599.5,"191,850.00",96,53,43,0,0,0,11.04,23.4,-4.19,160,160,160,47.94,46.86,49.09,160,160,160,60,60,60,30,55,Touch,80,80,320,,,,,,,,,,,
1666,CME_MINI:MNQ1!,5,"1,400.00","1,220.00",180,27.97,31.25,24.07,1.36,1.62,1.09,445,"191,850.00",118,64,54,0,0,0,11.86,19.06,3.33,160,160,160,46.19,45,47.5,160,160,160,60,60,60,30,25,Touch,110,80,320,,,,,,,,,,,
1986,CME_MINI:MNQ1!,5,800,"1,220.00",-420,30.17,37.74,23.81,1.17,1.62,0.85,972,"191,850.00",116,53,63,0,0,0,6.9,23.02,-6.67,160,160,160,60,60,60,160,160,160,60,60,60,35,10,Touch,100,120,320,,,,,,,,,,,
2095,CME_MINI:MNQ1!,5,"1,100.00","1,220.00",-120,31.53,37.74,25.86,1.24,1.62,0.95,912,"191,850.00",111,53,58,0,0,0,9.91,23.02,-2.07,160,160,160,60,60,60,160,160,160,60,60,60,30,10,Touch,110,120,320,,,,,,,,,,,
222,CME_MINI:MNQ1!,5,"1,370.00","1,200.00",170,30.16,35.59,25.37,1.34,1.69,1.07,480,"191,850.00",126,59,67,0,0,0,10.87,20.34,2.54,141.84,140,144.12,46.21,45.79,46.53,160,160,160,60,60,60,15,10,Touch,100,80,260,,,,,,,,,,,
661,CME_MINI:MNQ1!,5,"1,651.00","1,200.00",451,36.22,40,32.84,1.34,1.56,1.17,899,"191,850.00",127,60,67,0,0,0,13,20,6.73,140.43,140,140.91,60.11,60,60.2,160,160,160,69,60,69,10,10,Touch,100,120,260,,,,,,,,,,,
1333,CME_MINI:MNQ1!,5,900,"1,200.00",-300,24.64,29.58,19.4,1.2,1.56,0.87,707,"191,850.00",138,71,67,0,0,0,6.52,16.9,-4.48,160,160,160,44.08,43.2,44.91,160,160,160,60,60,60,15,25,Touch,80,80,320,,,,,,,,,,,
1443,CME_MINI:MNQ1!,5,820,"1,200.00",-380,24.44,29.58,18.75,1.18,1.56,0.83,707,"191,850.00",135,71,64,0,0,0,6.07,16.9,-5.94,160,160,160,44.16,43.2,45.1,160,160,160,60,60,60,15,25,Touch,90,80,320,,,,,,,,,,,
1556,CME_MINI:MNQ1!,5,"1,380.00","1,200.00",180,27.73,30.77,24.07,1.35,1.6,1.09,485,"191,850.00",119,65,54,0,0,0,11.6,18.46,3.33,160,160,160,45.88,44.44,47.5,160,160,160,60,60,60,30,25,Touch,100,80,320,,,,,,,,,,,
1873,CME_MINI:MNQ1!,5,"1,480.00","1,200.00",280,32.52,36.84,28.79,1.3,1.56,1.1,920,"191,850.00",123,57,66,0,0,0,12.03,21.05,4.24,160,160,160,60,60,60,160,160,160,60,60,60,20,10,Touch,90,120,320,,,,,,,,,,,
2117,CME_MINI:MNQ1!,5,860,"1,200.00",-340,30.77,36.84,23.4,1.2,1.56,0.84,549,"191,850.00",104,57,47,0,0,0,8.27,21.05,-7.23,160,160,160,60,60,60,160,160,160,60,60,60,30,40,Touch,110,120,320,,,,,,,,,,,
442,CME_MINI:MNQ1!,5,"1,530.00","1,180.00",350,35.56,39.68,31.94,1.3,1.52,1.12,880,"191,850.00",135,63,72,0,0,0,11.33,18.73,4.86,139.38,138.4,140.43,60,60,60,160,160,160,60,60,60,15,10,Touch,80,120,260,,,,,,,,,,,
1764,CME_MINI:MNQ1!,5,"1,620.00","1,180.00",440,32.81,36.07,29.85,1.32,1.5,1.16,920,"191,850.00",128,61,67,0,0,0,12.66,19.34,6.57,160,160,160,60,60,60,160,160,160,60,60,60,25,10,Touch,80,120,320,,,,,,,,,,,
112,CME_MINI:MNQ1!,5,"1,380.00","1,160.00",220,30,35,25.71,1.33,1.65,1.09,560,"191,850.00",130,60,70,0,0,0,10.62,19.33,3.14,141.54,140,143.33,46,45.64,46.27,160,160,160,60,60,60,15,10,Touch,90,80,260,,,,,,,,,,,
1361,CME_MINI:MNQ1!,5,"1,200.00","1,160.00",40,30.49,35.56,24.32,1.43,1.83,1.03,579.5,"191,850.00",82,45,37,0,0,0,14.63,25.78,1.08,160,160,160,50,48.28,51.85,160,160,160,60,60,60,45,55,Touch,80,80,320,,,,,,,,,,,
1578,CME_MINI:MNQ1!,5,860,"1,160.00",-300,27.47,34,19.51,1.27,1.74,0.81,559.5,"191,850.00",91,50,41,0,0,0,9.45,23.2,-7.32,160,160,160,48.31,47.27,49.38,160,160,160,60,60,60,30,55,Touch,100,80,320,,,,,,,,,,,
1674,CME_MINI:MNQ1!,5,180,"1,160.00",-980,22.41,30.65,12.96,1.05,1.62,0.53,671,"191,850.00",116,62,54,0,0,0,1.55,18.71,-18.15,160,160,160,44.72,43.72,45.65,160,160,160,60,60,60,15,40,Touch,110,80,320,,,,,,,,,,,
1876,CME_MINI:MNQ1!,5,680,"1,160.00",-480,29.66,37.04,23.44,1.14,1.57,0.83,"1,092.00","191,850.00",118,54,64,0,0,0,5.76,21.48,-7.5,160,160,160,60,60,60,160,160,160,60,60,60,35,10,Touch,90,120,320,,,,,,,,,,,
2093,CME_MINI:MNQ1!,5,"1,460.00","1,160.00",300,32.76,37.04,29.03,1.32,1.57,1.12,780,"191,850.00",116,54,62,0,0,0,12.59,21.48,4.84,160,160,160,60,60,60,160,160,160,60,60,60,20,10,Touch,110,120,320,,,,,,,,,,,
1324,CME_MINI:MNQ1!,5,"1,420.00","1,140.00",280,27.34,31.15,23.88,1.34,1.6,1.12,680,"191,850.00",128,61,67,0,0,0,11.09,18.69,4.18,160,160,160,45.43,45.24,45.6,160,160,160,60,60,60,25,10,Touch,80,80,320,,,,,,,,,,,
2007,CME_MINI:MNQ1!,5,800,"1,140.00",-340,30.48,36.21,23.4,1.19,1.51,0.84,549,"191,850.00",105,58,47,0,0,0,7.62,19.66,-7.23,160,160,160,60,60,60,160,160,160,60,60,60,30,40,Touch,100,120,320,,,,,,,,,,,
771,CME_MINI:MNQ1!,5,"1,571.00","1,130.00",441,36.07,39.66,32.81,1.34,1.54,1.17,839,"191,850.00",122,58,64,0,0,0,12.88,19.48,6.89,140.91,140.43,141.43,60.12,60,60.21,160,160,160,69,60,69,10,10,Touch,110,120,260,,,,,,,,,,,
357,CME_MINI:MNQ1!,5,480,"1,120.00",-640,26.92,35.09,17.02,1.14,1.65,0.64,418.5,"191,850.00",104,57,47,0,0,0,4.62,19.65,-13.62,142.86,142,145,46.93,46.49,47.37,160,160,160,60,60,60,30,40,Touch,110,80,260,,,,,,,,,,,
1355,CME_MINI:MNQ1!,5,720,"1,120.00",-400,25.23,32.08,18.52,1.2,1.7,0.8,436,"191,850.00",107,53,54,0,0,0,6.73,21.13,-7.41,160,160,160,45.57,44.44,46.51,160,160,160,60,60,60,15,55,Touch,80,80,320,,,,,,,,,,,
1359,CME_MINI:MNQ1!,5,"1,100.00","1,120.00",-20,28.89,33.33,23.08,1.36,1.7,0.99,619.5,"191,850.00",90,51,39,0,0,0,12.22,21.96,-0.51,160,160,160,48.57,47.06,50.34,160,160,160,60,60,60,35,55,Touch,80,80,320,,,,,,,,,,,
1360,CME_MINI:MNQ1!,5,"1,240.00","1,120.00",120,30.23,34.78,25,1.42,1.78,1.08,579.5,"191,850.00",86,46,40,0,0,0,14.42,24.35,3,160,160,160,49.49,48,51.03,160,160,160,60,60,60,40,55,Touch,80,80,320,,,,,,,,,,,
1364,CME_MINI:MNQ1!,5,"1,160.00","1,120.00",40,31.94,36.59,25.81,1.46,1.88,1.03,499.5,"191,850.00",72,41,31,0,0,0,16.11,27.32,1.29,160,160,160,51.43,49.23,53.91,160,160,160,60,60,60,60,55,Touch,80,80,320,,,,,,,,,,,
1468,CME_MINI:MNQ1!,5,820,"1,120.00",-300,27.17,33.33,19.51,1.26,1.7,0.81,599.5,"191,850.00",92,51,41,0,0,0,8.91,21.96,-7.32,160,160,160,48.18,47.06,49.38,160,160,160,60,60,60,30,55,Touch,90,80,320,,,,,,,,,,,
1543,CME_MINI:MNQ1!,5,"1,520.00","1,120.00",400,28.33,32.14,25,1.39,1.64,1.19,640,"191,850.00",120,56,64,0,0,0,12.67,20,6.25,160,160,160,46.12,46.32,45.96,160,160,160,60,60,60,20,10,Touch,100,80,320,,,,,,,,,,,
1553,CME_MINI:MNQ1!,5,720,"1,120.00",-400,24.24,29.41,18.75,1.16,1.54,0.83,668.5,"191,850.00",132,68,64,0,0,0,5.45,16.47,-6.25,160,160,160,44.44,43.33,45.49,160,160,160,60,60,60,15,25,Touch,100,80,320,,,,,,,,,,,
1877,CME_MINI:MNQ1!,5,820,"1,120.00",-300,30.36,37.25,24.59,1.18,1.58,0.89,780,"191,850.00",112,51,61,0,0,0,7.32,21.96,-4.92,160,160,160,60,60,60,160,160,160,60,60,60,40,10,Touch,90,120,320,,,,,,,,,,,
1987,CME_MINI:MNQ1!,5,880,"1,120.00",-240,30.63,37.25,25,1.19,1.58,0.91,720,"191,850.00",111,51,60,0,0,0,7.93,21.96,-4,160,160,160,60,60,60,160,160,160,60,60,60,40,10,Touch,100,120,320,,,,,,,,,,,
2096,CME_MINI:MNQ1!,5,600,"1,120.00",-520,29.46,37.25,22.95,1.13,1.58,0.81,912,"191,850.00",112,51,61,0,0,0,5.36,21.96,-8.52,160,160,160,60,60,60,160,160,160,60,60,60,35,10,Touch,110,120,320,,,,,,,,,,,
332,CME_MINI:MNQ1!,5,"1,230.00","1,110.00",120,29.75,35.09,25,1.32,1.65,1.05,440,"191,850.00",121,57,64,0,0,0,10.17,19.47,1.88,142.5,140.5,145,46.43,45.95,46.81,160,160,160,60,60,60,15,10,Touch,110,80,260,,,,,,,,,,,
247,CME_MINI:MNQ1!,5,460,"1,100.00",-640,26.67,34.48,17.02,1.13,1.63,0.64,418.5,"191,850.00",105,58,47,0,0,0,4.38,18.97,-13.62,142.86,142,145,46.58,45.79,47.37,160,160,160,60,60,60,30,40,Touch,100,80,260,,,,,,,,,,,
1564,CME_MINI:MNQ1!,5,120,"1,100.00",-980,22.03,29.69,12.96,1.03,1.57,0.53,751,"191,850.00",118,64,54,0,0,0,1.02,17.19,-18.15,160,160,160,44.4,43.11,45.65,160,160,160,60,60,60,15,40,Touch,100,80,320,,,,,,,,,,,
1676,CME_MINI:MNQ1!,5,380,"1,100.00",-720,24.04,31.58,14.89,1.1,1.62,0.61,420,"191,850.00",104,57,47,0,0,0,3.65,19.3,-15.32,160,160,160,46.41,45.64,47.18,160,160,160,60,60,60,25,40,Touch,110,80,320,,,,,,,,,,,
2118,CME_MINI:MNQ1!,5,"1,000.00","1,100.00",-100,31.63,36.36,25.58,1.25,1.52,0.95,609,"191,850.00",98,55,43,0,0,0,10.2,20,-2.33,160,160,160,60,60,60,160,160,160,60,60,60,35,40,Touch,110,120,320,,,,,,,,,,,
664,CME_MINI:MNQ1!,5,"1,220.00","1,090.00",130,34.75,40,30.16,1.27,1.55,1.05,890,"191,850.00",118,55,63,0,0,0,10.34,19.82,2.06,140.98,139.55,142.63,60,60,60,160,160,160,60,60,60,25,10,Touch,100,120,260,,,,,,,,,,,
1363,CME_MINI:MNQ1!,5,"1,040.00","1,080.00",-40,30.26,35.71,23.53,1.39,1.82,0.97,539.5,"191,850.00",76,42,34,0,0,0,13.68,25.71,-1.18,160,160,160,50.77,48.89,52.8,160,160,160,60,60,60,55,55,Touch,80,80,320,,,,,,,,,,,
1433,CME_MINI:MNQ1!,5,"1,400.00","1,080.00",320,27.64,31.58,24.24,1.35,1.6,1.14,680,"191,850.00",123,57,66,0,0,0,11.38,18.95,4.85,160,160,160,45.91,46.15,45.71,160,160,160,60,60,60,20,10,Touch,90,80,320,,,,,,,,,,,
1566,CME_MINI:MNQ1!,5,360,"1,080.00",-720,23.81,31.03,14.89,1.1,1.6,0.61,420,"191,850.00",105,58,47,0,0,0,3.43,18.62,-15.32,160,160,160,46.08,45,47.18,160,160,160,60,60,60,25,40,Touch,100,80,320,,,,,,,,,,,
1679,CME_MINI:MNQ1!,5,780,"1,080.00",-300,26.88,32.69,19.51,1.24,1.66,0.81,433.5,"191,850.00",93,52,41,0,0,0,8.39,20.77,-7.32,160,160,160,48.06,46.86,49.38,160,160,160,60,60,60,40,40,Touch,110,80,320,,,,,,,,,,,
1897,CME_MINI:MNQ1!,5,740,"1,080.00",-340,30.19,35.59,23.4,1.17,1.47,0.84,609,"191,850.00",106,59,47,0,0,0,6.98,18.31,-7.23,160,160,160,60,60,60,160,160,160,60,60,60,30,40,Touch,90,120,320,,,,,,,,,,,
1976,CME_MINI:MNQ1!,5,"1,751.00","1,061.50",689.5,43.08,45.71,40,1.72,1.81,1.62,407,"191,850.00",65,35,30,0,0,0,26.94,30.33,22.98,148.91,148.44,149.54,65.36,69.13,61.39,160,160,160,129.5,129.5,81,40,70,Close,90,120,320,,,,,,,,,,,
2086,CME_MINI:MNQ1!,5,"1,751.00","1,061.50",689.5,43.08,45.71,40,1.72,1.81,1.62,407,"191,850.00",65,35,30,0,0,0,26.94,30.33,22.98,148.91,148.44,149.54,65.36,69.13,61.39,160,160,160,129.5,129.5,81,40,70,Close,100,120,320,,,,,,,,,,,
137,CME_MINI:MNQ1!,5,420,"1,060.00",-640,26.42,33.9,17.02,1.12,1.6,0.64,449.5,"191,850.00",106,59,47,0,0,0,3.96,17.97,-13.62,142.86,142,145,46.49,45.64,47.37,160,160,160,60,60,60,30,40,Touch,90,80,260,,,,,,,,,,,
1444,CME_MINI:MNQ1!,5,"1,020.00","1,060.00",-40,25.81,28.99,21.82,1.25,1.5,0.98,660,"191,850.00",124,69,55,0,0,0,8.23,15.36,-0.73,160,160,160,45.05,43.67,46.67,160,160,160,60,60,60,20,25,Touch,90,80,320,,,,,,,,,,,
1454,CME_MINI:MNQ1!,5,40,"1,060.00","-1,020.00",21.67,29.23,12.73,1.01,1.54,0.52,791,"191,850.00",120,65,55,0,0,0,0.33,16.31,-18.55,160,160,160,44.3,43.04,45.53,160,160,160,60,60,60,15,40,Touch,90,80,320,,,,,,,,,,,
1459,CME_MINI:MNQ1!,5,760,"1,060.00",-300,26.6,32.08,19.51,1.23,1.64,0.81,433.5,"191,850.00",94,53,41,0,0,0,8.09,20,-7.32,160,160,160,47.65,46.11,49.38,160,160,160,60,60,60,40,40,Touch,90,80,320,,,,,,,,,,,
1569,CME_MINI:MNQ1!,5,760,"1,060.00",-300,26.6,32.08,19.51,1.23,1.64,0.81,433.5,"191,850.00",94,53,41,0,0,0,8.09,20,-7.32,160,160,160,47.65,46.11,49.38,160,160,160,60,60,60,40,40,Touch,100,80,320,,,,,,,,,,,
125,CME_MINI:MNQ1!,5,880,"1,050.00",-170,28.1,32.35,22.64,1.23,1.52,0.91,570,"191,850.00",121,68,53,0,0,0,7.27,15.44,-3.21,140.59,139.55,142.5,45.35,43.91,47,160,160,160,60,60,60,25,25,Touch,90,80,260,,,,,,,,,,,
