Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Left Bars,Right Bars,Enable Long Entry,Enable Short Entry,Entry Type,Trigger Distance (ticks),Stop Loss (ticks),Take Profit (ticks),Trade Cutoff Time (ET),Enable Long Breakout,Enable Short Breakout,Breakout Entry Type,Breakout Trigger Distance (ticks),Breakout Stop Loss (ticks),Breakout Take Profit (ticks),Breakout Left Bars,Breakout Right Bars
420,CME_MINI:MNQ1!,5,-112.5,-195.5,83,30.68,28.57,32.61,0.97,0.89,1.05,910,"191,850.00",88,42,46,0,0,0,-1.28,-4.65,1.8,130.72,135.67,126.77,60.7,60.78,60.62,160,160,160,115,109.5,115,15,55,Close,110,80,260,,,,,,,,,,,
945,CME_MINI:MNQ1!,5,-99.5,-199,99.5,38.95,37.78,40,0.98,0.91,1.04,919,"191,850.00",95,45,50,0,0,0,-1.05,-4.42,1.99,119.97,121.09,119.03,81.04,83.61,78.66,160,160,160,133.5,133.5,132.5,55,10,Close,80,160,260,,,,,,,,,,,
460,CME_MINI:MNQ1!,5,-150,-200,50,28.85,28.07,29.79,0.97,0.92,1.03,"1,140.00","191,850.00",104,57,47,0,0,0,-1.44,-3.51,1.06,141,141.25,140.71,60,60,60,160,160,160,60,60,60,50,25,Touch,80,120,260,,,,,,,,,,,
1304,CME_MINI:MNQ1!,5,-36,-200,164,36.49,34.21,38.89,0.99,0.9,1.1,785.5,"191,850.00",74,38,36,0,0,0,-0.49,-5.26,4.56,131.98,140.31,124.25,76.59,80.96,71.61,160,160,160,149.5,149.5,133.5,35,55,Close,110,160,260,,,,,,,,,,,
70,CME_MINI:MNQ1!,5,209,-203,412,35.64,31.58,40.91,1.05,0.92,1.25,911,"191,850.00",101,57,44,0,0,0,2.07,-3.56,9.36,117.42,121.42,113.42,62.78,62.86,62.67,160,160,160,130,124,130,25,25,Close,80,80,260,,,,,,,,,,,
1610,CME_MINI:MNQ1!,5,371,-204,575,34.34,30.91,38.64,1.09,0.92,1.34,846,"191,850.00",99,55,44,0,0,0,3.75,-3.71,13.07,133.35,133.5,133.21,64.05,65.09,62.57,160,160,160,168,168,130,25,25,Close,100,80,320,,,,,,,,,,,
1720,CME_MINI:MNQ1!,5,371,-204,575,34.34,30.91,38.64,1.09,0.92,1.34,846,"191,850.00",99,55,44,0,0,0,3.75,-3.71,13.07,133.35,133.5,133.21,64.05,65.09,62.57,160,160,160,168,168,130,25,25,Close,110,80,320,,,,,,,,,,,
529,CME_MINI:MNQ1!,5,-488.5,-208.5,-280,34.38,34.78,34,0.89,0.91,0.88,"1,514.50","191,850.00",96,46,50,0,0,0,-5.09,-4.53,-5.6,121.7,126.56,117.12,72.65,74.45,70.97,160,160,160,135,129.5,135,10,55,Close,80,120,260,,,,,,,,,,,
608,CME_MINI:MNQ1!,5,355,-208.5,563.5,38.78,34.78,42.31,1.08,0.91,1.29,646.5,"191,850.00",98,46,52,0,0,0,3.62,-4.53,10.84,119.99,127.06,114.84,72.49,74.72,70.11,160,160,160,150,113.5,150,20,10,Close,90,120,260,,,,,,,,,,,
639,CME_MINI:MNQ1!,5,-595.5,-208.5,-387,33.68,34.78,32.65,0.87,0.91,0.83,"1,621.50","191,850.00",95,46,49,0,0,0,-6.27,-4.53,-7.9,122.16,126.56,117.75,72.65,74.45,70.97,160,160,160,135,129.5,135,10,55,Close,90,120,260,,,,,,,,,,,
718,CME_MINI:MNQ1!,5,462.5,-208.5,671,39.18,34.78,43.14,1.11,0.91,1.36,539,"191,850.00",97,46,51,0,0,0,4.77,-4.53,13.16,119.99,127.06,114.84,71.88,74.72,68.72,160,160,160,150,113.5,150,20,10,Close,100,120,260,,,,,,,,,,,
749,CME_MINI:MNQ1!,5,-480,-208.5,-271.5,34.04,34.78,33.33,0.89,0.91,0.87,"1,506.00","191,850.00",94,46,48,0,0,0,-5.11,-4.53,-5.66,122.16,126.56,117.75,71.95,74.45,69.53,160,160,160,135,129.5,135,10,55,Close,100,120,260,,,,,,,,,,,
507,CME_MINI:MNQ1!,5,-218,-210.5,-7.5,39.81,37.5,42.31,0.95,0.92,1,"1,347.50","191,850.00",108,56,52,0,0,0,-2.02,-3.76,-0.14,106.43,116.79,96.55,74.91,78.32,71.05,160,160,160,150,144,150,10,25,Close,80,120,260,,,,,,,,,,,
617,CME_MINI:MNQ1!,5,-306,-210.5,-95.5,39.25,37.5,41.18,0.94,0.92,0.96,"1,435.50","191,850.00",107,56,51,0,0,0,-2.86,-3.76,-1.87,106.87,116.79,96.95,74.91,78.32,71.05,160,160,160,150,144,150,10,25,Close,90,120,260,,,,,,,,,,,
83,CME_MINI:MNQ1!,5,502,-212,714,37.78,31.91,44.19,1.15,0.89,1.49,510,"191,850.00",90,47,43,0,0,0,5.58,-4.51,16.6,116.35,118.8,114.42,61.68,62.31,60.83,160,160,160,124,124,93.5,35,40,Close,80,80,260,,,,,,,,,,,
964,CME_MINI:MNQ1!,5,76.5,-214,290.5,40.91,39.13,42.86,1.02,0.91,1.16,884,"191,850.00",88,46,42,0,0,0,0.87,-4.65,6.92,116.29,117.56,115.03,79.04,83.21,74.17,160,160,160,164,164,133.5,40,40,Close,80,160,260,,,,,,,,,,,
626,CME_MINI:MNQ1!,5,255,-219,474,37.35,34.78,40.54,1.07,0.9,1.33,455.5,"191,850.00",83,46,37,0,0,0,3.07,-4.76,12.81,126.16,125.72,126.63,71.69,76.91,64.8,160,160,160,144,144,102,55,25,Close,90,120,260,,,,,,,,,,,
736,CME_MINI:MNQ1!,5,255,-219,474,37.35,34.78,40.54,1.07,0.9,1.33,455.5,"191,850.00",83,46,37,0,0,0,3.07,-4.76,12.81,126.16,125.72,126.63,71.69,76.91,64.8,160,160,160,144,144,102,55,25,Close,100,120,260,,,,,,,,,,,
465,CME_MINI:MNQ1!,5,"-1,190.00",-220,-970,24.56,27.87,20.75,0.77,0.92,0.61,"1,564.50","191,850.00",114,61,53,0,0,0,-10.44,-3.61,-18.3,139.64,142.35,135.45,60,60,60,160,160,160,60,60,60,20,40,Touch,80,120,260,,,,,,,,,,,
974,CME_MINI:MNQ1!,5,49.5,-221.5,271,37.97,35.71,40.54,1.01,0.9,1.17,618.5,"191,850.00",79,42,37,0,0,0,0.63,-5.27,7.32,128.38,133.67,123.1,77.59,82.46,71.61,160,160,160,149.5,149.5,133.5,35,55,Close,80,160,260,,,,,,,,,,,
838,CME_MINI:MNQ1!,5,-297,-231,-66,38.24,37.04,39.58,0.94,0.91,0.97,"1,250.50","191,850.00",102,54,48,0,0,0,-2.91,-4.28,-1.38,111.71,117.43,105.68,75.06,78.17,71.52,160,160,160,150,144,150,15,25,Close,110,120,260,,,,,,,,,,,
60,CME_MINI:MNQ1!,5,158,-233.5,391.5,33.66,30,37.25,1.04,0.89,1.2,728.5,"191,850.00",101,50,51,0,0,0,1.56,-4.67,7.68,124.46,127.97,121.68,63.65,63.32,64.02,160,160,160,130,93.5,130,30,10,Close,80,80,260,,,,,,,,,,,
849,CME_MINI:MNQ1!,5,-638.5,-237,-401.5,35,36.54,33.33,0.86,0.9,0.82,"1,565.00","191,850.00",100,52,48,0,0,0,-6.39,-4.56,-8.36,113.17,113.37,112.94,73.01,74.72,71.24,160,160,160,150,144,150,15,40,Close,110,120,260,,,,,,,,,,,
183,CME_MINI:MNQ1!,5,339,-237.5,576.5,37.36,32.65,42.86,1.1,0.89,1.39,531,"191,850.00",91,49,42,0,0,0,3.73,-4.85,13.73,114.51,116.06,113.14,63.47,65.45,60.83,160,160,160,124,124,93.5,40,25,Close,90,80,260,,,,,,,,,,,
293,CME_MINI:MNQ1!,5,339,-237.5,576.5,37.36,32.65,42.86,1.1,0.89,1.39,531,"191,850.00",91,49,42,0,0,0,3.73,-4.85,13.73,114.51,116.06,113.14,63.47,65.45,60.83,160,160,160,124,124,93.5,40,25,Close,100,80,260,,,,,,,,,,,
403,CME_MINI:MNQ1!,5,339,-237.5,576.5,37.36,32.65,42.86,1.1,0.89,1.39,531,"191,850.00",91,49,42,0,0,0,3.73,-4.85,13.73,114.51,116.06,113.14,63.47,65.45,60.83,160,160,160,124,124,93.5,40,25,Close,110,80,260,,,,,,,,,,,
610,CME_MINI:MNQ1!,5,259,-238,497,37.5,34.04,40.82,1.06,0.9,1.26,771.5,"191,850.00",96,47,49,0,0,0,2.7,-5.06,10.14,123.01,127.06,119.78,73.15,75.7,70.31,160,160,160,150,113.5,150,30,10,Close,90,120,260,,,,,,,,,,,
720,CME_MINI:MNQ1!,5,366.5,-238,604.5,37.89,34.04,41.67,1.09,0.9,1.34,666,"191,850.00",95,47,48,0,0,0,3.86,-5.06,12.59,123.01,127.06,119.78,72.54,75.7,68.88,160,160,160,150,113.5,150,30,10,Close,100,120,260,,,,,,,,,,,
728,CME_MINI:MNQ1!,5,-304,-238,-66,38.46,37.5,39.58,0.94,0.91,0.97,"1,257.50","191,850.00",104,56,48,0,0,0,-2.92,-4.25,-1.38,111.03,115.86,105.68,75.32,78.56,71.52,160,160,160,150,144,150,15,25,Close,100,120,260,,,,,,,,,,,
1052,CME_MINI:MNQ1!,5,-173.5,-239,65.5,38.3,37.78,38.78,0.96,0.9,1.03,975,"191,850.00",94,45,49,0,0,0,-1.85,-5.31,1.34,120.97,121.09,120.87,80.87,85.09,76.93,160,160,160,133.5,133.5,127.5,40,10,Close,90,160,260,,,,,,,,,,,
1162,CME_MINI:MNQ1!,5,-46,-239,193,38.71,37.78,39.58,0.99,0.9,1.09,847.5,"191,850.00",93,45,48,0,0,0,-0.49,-5.31,4.02,120.97,121.09,120.87,80.02,85.09,75.13,160,160,160,133.5,133.5,124.5,40,10,Close,100,160,260,,,,,,,,,,,
1724,CME_MINI:MNQ1!,5,782,-239.5,"1,021.50",37.21,32.61,42.5,1.22,0.89,1.75,502.5,"191,850.00",86,46,40,0,0,0,9.09,-5.21,25.54,134.45,127.63,140.47,65.19,69.48,59.41,160.5,160,160.5,168,168,82,45,25,Close,110,80,320,,,,,,,,,,,
848,CME_MINI:MNQ1!,5,-795,-241.5,-553.5,34.65,36.54,32.65,0.83,0.9,0.76,"1,715.00","191,850.00",101,52,49,0,0,0,-7.87,-4.64,-11.3,110.97,113.18,108.34,73.11,74.75,71.47,160,160,160,150,144,150,10,40,Close,110,120,260,,,,,,,,,,,
1395,CME_MINI:MNQ1!,5,834.5,-248,"1,082.50",36.78,31.25,43.59,1.24,0.89,1.83,335,"191,850.00",87,48,39,0,0,0,9.59,-5.17,27.76,134.45,127.63,140.47,63.05,65.53,59.34,160.5,160,160.5,124,124,82,50,25,Close,80,80,320,,,,,,,,,,,
1820,CME_MINI:MNQ1!,5,411,-250.5,661.5,36.63,34,39.22,1.09,0.9,1.31,815.5,"191,850.00",101,50,51,0,0,0,4.07,-5.01,12.97,135.41,132.12,138.2,74.18,75.65,72.5,160,160,160,150,113.5,150,30,10,Close,80,120,320,,,,,,,,,,,
69,CME_MINI:MNQ1!,5,205.5,-252.5,458,36.63,32.14,42.22,1.05,0.9,1.28,772,"191,850.00",101,56,45,0,0,0,2.03,-4.51,10.18,114.89,120.56,109.53,64.21,65.47,62.42,160,160,160,130,124,130,20,25,Close,80,80,260,,,,,,,,,,,
179,CME_MINI:MNQ1!,5,10.5,-252.5,263,35.35,32.14,39.53,1,0.9,1.16,860,"191,850.00",99,56,43,0,0,0,0.11,-4.51,6.12,115.89,120.56,110.94,64.21,65.47,62.42,160,160,160,130,124,130,20,25,Close,90,80,260,,,,,,,,,,,
404,CME_MINI:MNQ1!,5,469,-252.5,721.5,37.21,32.61,42.5,1.14,0.87,1.53,392.5,"191,850.00",86,46,40,0,0,0,5.45,-5.49,18.04,119.42,115.57,122.82,63.25,66.2,59.41,160,160,160,124,124,82,45,25,Close,110,80,260,,,,,,,,,,,
1267,CME_MINI:MNQ1!,5,121,-253,374,40.21,38.3,42,1.03,0.9,1.18,671.5,"191,850.00",97,47,50,0,0,0,1.25,-5.38,7.48,118.1,121.5,115.19,80.09,84.14,75.74,160,160,160,170,133.5,170,15,10,Close,110,160,260,,,,,,,,,,,
405,CME_MINI:MNQ1!,5,528,-254.5,782.5,36.9,31.11,43.59,1.16,0.87,1.6,392.5,"191,850.00",84,45,39,0,0,0,6.29,-5.66,20.06,123.21,123.68,122.82,63.3,66.2,59.34,160,160,160,124,124,82,50,25,Close,110,80,260,,,,,,,,,,,
1268,CME_MINI:MNQ1!,5,319,-256.5,575.5,41.05,37.78,44,1.07,0.89,1.29,580,"191,850.00",95,45,50,0,0,0,3.36,-5.7,11.51,119.5,125.53,114.84,80.4,85.38,75.04,160,160,160,170,133.5,170,20,10,Close,110,160,260,,,,,,,,,,,
506,CME_MINI:MNQ1!,5,4,-258,262,36.46,33.33,39.22,1,0.88,1.13,997.5,"191,850.00",96,45,51,0,0,0,0.04,-5.73,5.14,122.84,130.17,117.35,72.81,76.22,69.5,160,160,160,144,144,112.5,60,10,Close,80,120,260,,,,,,,,,,,
1501,CME_MINI:MNQ1!,5,462,-259.5,721.5,35.35,30.91,40.91,1.11,0.9,1.44,577,"191,850.00",99,55,44,0,0,0,4.67,-4.72,16.4,132.49,133.5,131.53,65.23,66.55,63.31,160.5,160,160.5,168,168,130,30,25,Close,90,80,320,,,,,,,,,,,
1611,CME_MINI:MNQ1!,5,462,-259.5,721.5,35.35,30.91,40.91,1.11,0.9,1.44,577,"191,850.00",99,55,44,0,0,0,4.67,-4.72,16.4,132.49,133.5,131.53,65.23,66.55,63.31,160.5,160,160.5,168,168,130,30,25,Close,100,80,320,,,,,,,,,,,
1721,CME_MINI:MNQ1!,5,462,-259.5,721.5,35.35,30.91,40.91,1.11,0.9,1.44,577,"191,850.00",99,55,44,0,0,0,4.67,-4.72,16.4,132.49,133.5,131.53,65.23,66.55,63.31,160.5,160,160.5,168,168,130,30,25,Close,110,80,320,,,,,,,,,,,
1945,CME_MINI:MNQ1!,5,700.5,-262,962.5,38.82,34.78,43.59,1.19,0.89,1.68,397,"191,850.00",85,46,39,0,0,0,8.24,-5.7,24.68,134.92,129.03,140.47,72.15,77.55,64.8,160.5,160,160.5,144,144,102,50,25,Close,90,120,320,,,,,,,,,,,
2055,CME_MINI:MNQ1!,5,700.5,-262,962.5,38.82,34.78,43.59,1.19,0.89,1.68,397,"191,850.00",85,46,39,0,0,0,8.24,-5.7,24.68,134.92,129.03,140.47,72.15,77.55,64.8,160.5,160,160.5,144,144,102,50,25,Close,100,120,320,,,,,,,,,,,
497,CME_MINI:MNQ1!,5,105.5,-264.5,370,37.86,34.69,40.74,1.02,0.89,1.17,771.5,"191,850.00",103,49,54,0,0,0,1.02,-5.4,6.85,118.26,122.71,114.82,72.69,73.45,71.87,160,160,160,150,113.5,150,15,10,Close,80,120,260,,,,,,,,,,,
419,CME_MINI:MNQ1!,5,-238,-266.5,28.5,31.18,28.89,33.33,0.94,0.86,1.02,"1,075.50","191,850.00",93,45,48,0,0,0,-2.56,-5.92,0.59,123.5,130.58,117.75,60.63,61.38,59.85,160,160,160,115,109.5,115,10,55,Close,110,80,260,,,,,,,,,,,
831,CME_MINI:MNQ1!,5,398,-268,666,37.63,34.09,40.82,1.1,0.87,1.38,628,"191,850.00",93,44,49,0,0,0,4.28,-6.09,13.59,122.8,124.87,121.25,70.91,76.46,65.15,160,160,160,113.5,113.5,102,35,10,Close,110,120,260,,,,,,,,,,,
1292,CME_MINI:MNQ1!,5,-223.5,-271.5,48,39.56,38.3,40.91,0.95,0.89,1.02,"1,438.00","191,850.00",91,47,44,0,0,0,-2.46,-5.78,1.09,117.71,119.86,115.56,81.11,83.76,78.15,160,160,160,170,164,170,30,40,Close,110,160,260,,,,,,,,,,,
503,CME_MINI:MNQ1!,5,51.5,-277,328.5,36.73,34.04,39.22,1.01,0.88,1.16,856,"191,850.00",98,47,51,0,0,0,0.53,-5.89,6.44,121.38,122.34,120.6,71.97,74.48,69.45,160,160,160,113.5,113.5,112.5,45,10,Close,80,120,260,,,,,,,,,,,
504,CME_MINI:MNQ1!,5,17.5,-277,294.5,36.73,34.04,39.22,1,0.88,1.14,890,"191,850.00",98,47,51,0,0,0,0.18,-5.89,5.77,120.43,122.34,118.9,71.97,74.48,69.45,160,160,160,113.5,113.5,112.5,50,10,Close,80,120,260,,,,,,,,,,,
1500,CME_MINI:MNQ1!,5,357,-278,635,34.34,30.36,39.53,1.09,0.89,1.39,846,"191,850.00",99,56,43,0,0,0,3.61,-4.96,14.77,133.35,133.5,133.21,64.26,65.32,62.67,160,160,160,168,168,130,25,25,Close,90,80,320,,,,,,,,,,,
411,CME_MINI:MNQ1!,5,-333,-279.5,-53.5,32.26,30.61,34.09,0.91,0.86,0.97,"1,164.00","191,850.00",93,49,44,0,0,0,-3.58,-5.7,-1.22,115.95,116.53,115.37,61.48,61.44,61.52,160,160,160,130,124,130,25,40,Close,110,80,260,,,,,,,,,,,
851,CME_MINI:MNQ1!,5,-593,-279.5,-313.5,34.41,34.69,34.09,0.86,0.88,0.85,"1,592.50","191,850.00",93,49,44,0,0,0,-6.38,-5.7,-7.13,116.5,117.5,115.37,72.02,73.45,70.48,160,160,160,150,144,150,25,40,Close,110,120,260,,,,,,,,,,,
1270,CME_MINI:MNQ1!,5,243,-286,529,39.78,36.96,42.55,1.06,0.88,1.28,709.5,"191,850.00",93,46,47,0,0,0,2.61,-6.22,11.26,122.42,125.53,119.78,80.88,86.43,74.66,160,160,160,170,133.5,170,30,10,Close,110,160,260,,,,,,,,,,,
859,CME_MINI:MNQ1!,5,-558,-286.5,-271.5,33.33,33.33,33.33,0.87,0.87,0.87,"1,584.00","191,850.00",93,45,48,0,0,0,-6,-6.37,-5.66,123.58,129.8,117.75,71.95,74.45,69.53,160,160,160,135,129.5,135,10,55,Close,110,120,260,,,,,,,,,,,
1827,CME_MINI:MNQ1!,5,-255,-287.5,32.5,37.04,35.71,38.46,0.95,0.9,1.01,"1,554.50","191,850.00",108,56,52,0,0,0,-2.36,-5.13,0.63,126.46,131.33,121.6,78.14,80.94,74.98,160,160,160,188,188,150,10,25,Close,80,120,320,,,,,,,,,,,
1937,CME_MINI:MNQ1!,5,-373,-287.5,-85.5,36.45,35.71,37.25,0.93,0.9,0.96,"1,672.50","191,850.00",107,56,51,0,0,0,-3.49,-5.13,-1.68,126.68,131.33,121.79,78.14,80.94,74.98,160,160,160,188,188,150,10,25,Close,90,120,320,,,,,,,,,,,
1067,CME_MINI:MNQ1!,5,-35,-292,257,37.8,36.96,38.89,0.99,0.88,1.17,784,"191,850.00",82,46,36,0,0,0,-0.43,-6.35,7.14,127.21,125.94,128.75,79.57,86.89,70.25,160,160,160,164,164,122,60,25,Close,90,160,260,,,,,,,,,,,
1177,CME_MINI:MNQ1!,5,-35,-292,257,37.8,36.96,38.89,0.99,0.88,1.17,784,"191,850.00",82,46,36,0,0,0,-0.43,-6.35,7.14,127.21,125.94,128.75,79.57,86.89,70.25,160,160,160,164,164,122,60,25,Close,100,160,260,,,,,,,,,,,
1075,CME_MINI:MNQ1!,5,76,-292.5,368.5,39.76,38.64,41.03,1.02,0.87,1.22,693.5,"191,850.00",83,44,39,0,0,0,0.92,-6.65,9.45,121.44,117.21,125.94,78.63,84.63,71.59,160,160,160,164,164,122,45,40,Close,90,160,260,,,,,,,,,,,
1185,CME_MINI:MNQ1!,5,76,-292.5,368.5,39.76,38.64,41.03,1.02,0.87,1.22,693.5,"191,850.00",83,44,39,0,0,0,0.92,-6.65,9.45,121.44,117.21,125.94,78.63,84.63,71.59,160,160,160,164,164,122,45,40,Close,100,160,260,,,,,,,,,,,
516,CME_MINI:MNQ1!,5,181,-293,474,36.9,34.04,40.54,1.05,0.87,1.33,457.5,"191,850.00",84,47,37,0,0,0,2.15,-6.23,12.81,126.16,125.72,126.63,71.73,76.82,64.8,160,160,160,144,144,102,55,25,Close,80,120,260,,,,,,,,,,,
499,CME_MINI:MNQ1!,5,362.5,-298.5,661,38.24,32.65,43.4,1.08,0.87,1.33,750.5,"191,850.00",102,49,53,0,0,0,3.55,-6.09,12.47,120.64,127.06,116.17,72.38,72.86,71.82,160,160,160,150,113.5,150,25,10,Close,80,120,260,,,,,,,,,,,
1393,CME_MINI:MNQ1!,5,773,-300.5,"1,073.50",37.23,31.37,44.19,1.2,0.87,1.74,583,"191,850.00",94,51,43,0,0,0,8.22,-5.89,24.97,131.47,129.25,133.34,64.89,67.67,60.83,160.5,160,160.5,168,168,93.5,40,25,Close,80,80,320,,,,,,,,,,,
1302,CME_MINI:MNQ1!,5,-305.5,-302.5,-3,35.37,34.15,36.59,0.93,0.86,1,"1,279.50","191,850.00",82,41,41,0,0,0,-3.73,-7.38,-0.07,131.98,136.5,127.77,77.98,81.98,73.83,160,160,160,149.5,149.5,133.5,25,55,Close,110,160,260,,,,,,,,,,,
1076,CME_MINI:MNQ1!,5,165.5,-304,469.5,39.51,37.21,42.11,1.04,0.87,1.3,604,"191,850.00",81,43,38,0,0,0,2.04,-7.07,12.36,124.88,123.81,125.94,78.17,84.63,70.25,160,160,160,164,164,122,50,40,Close,90,160,260,,,,,,,,,,,
1186,CME_MINI:MNQ1!,5,165.5,-304,469.5,39.51,37.21,42.11,1.04,0.87,1.3,604,"191,850.00",81,43,38,0,0,0,2.04,-7.07,12.36,124.88,123.81,125.94,78.17,84.63,70.25,160,160,160,164,164,122,50,40,Close,100,160,260,,,,,,,,,,,
1609,CME_MINI:MNQ1!,5,227.5,-305.5,533,34.34,30.91,38.64,1.05,0.88,1.32,847,"191,850.00",99,55,44,0,0,0,2.3,-5.55,12.11,131.47,132.59,130.35,65.27,67.36,62.33,160,160,160,168,168,130,20,25,Close,100,80,320,,,,,,,,,,,
1719,CME_MINI:MNQ1!,5,227.5,-305.5,533,34.34,30.91,38.64,1.05,0.88,1.32,847,"191,850.00",99,55,44,0,0,0,2.3,-5.55,12.11,131.47,132.59,130.35,65.27,67.36,62.33,160,160,160,168,168,130,20,25,Close,110,80,320,,,,,,,,,,,
1293,CME_MINI:MNQ1!,5,-22.5,-309.5,287,40.23,37.78,42.86,0.99,0.87,1.16,993,"191,850.00",87,45,42,0,0,0,-0.26,-6.88,6.83,117.1,119.5,114.83,79.25,83.61,74.17,160,160,160,164,164,133.5,35,40,Close,110,160,260,,,,,,,,,,,
1504,CME_MINI:MNQ1!,5,711.5,-310,"1,021.50",36.78,31.91,42.5,1.2,0.86,1.75,502.5,"191,850.00",87,47,40,0,0,0,8.18,-6.6,25.54,134.45,127.63,140.47,65.29,69.52,59.41,160.5,160,160.5,168,168,82,45,25,Close,90,80,320,,,,,,,,,,,
1614,CME_MINI:MNQ1!,5,711.5,-310,"1,021.50",36.78,31.91,42.5,1.2,0.86,1.75,502.5,"191,850.00",87,47,40,0,0,0,8.18,-6.6,25.54,134.45,127.63,140.47,65.29,69.52,59.41,160.5,160,160.5,168,168,82,45,25,Close,100,80,320,,,,,,,,,,,
1391,CME_MINI:MNQ1!,5,547,-311.5,858.5,35.64,30.36,42.22,1.13,0.88,1.52,629,"191,850.00",101,56,45,0,0,0,5.42,-5.56,19.08,132.61,133.5,131.82,65.03,66.18,63.31,160.5,160,160.5,168,168,130,30,25,Close,80,80,320,,,,,,,,,,,
2048,CME_MINI:MNQ1!,5,9,-315,324,37.5,35.71,39.58,1,0.89,1.16,"1,084.50","191,850.00",104,56,48,0,0,0,0.09,-5.63,6.75,128.33,130.35,126.21,76.86,81.17,71.52,160,160,160,188,188,150,15,25,Close,100,120,320,,,,,,,,,,,
184,CME_MINI:MNQ1!,5,398.5,-323,721.5,36.78,31.91,42.5,1.12,0.84,1.53,392.5,"191,850.00",87,47,40,0,0,0,4.58,-6.87,18.04,119.42,115.57,122.82,63.39,66.34,59.41,160,160,160,124,124,82,45,25,Close,90,80,260,,,,,,,,,,,
294,CME_MINI:MNQ1!,5,398.5,-323,721.5,36.78,31.91,42.5,1.12,0.84,1.53,392.5,"191,850.00",87,47,40,0,0,0,4.58,-6.87,18.04,119.42,115.57,122.82,63.39,66.34,59.41,160,160,160,124,124,82,45,25,Close,100,80,260,,,,,,,,,,,
185,CME_MINI:MNQ1!,5,457.5,-325,782.5,36.47,30.43,43.59,1.14,0.84,1.6,392.5,"191,850.00",85,46,39,0,0,0,5.38,-7.07,20.06,123.21,123.68,122.82,63.43,66.34,59.34,160,160,160,124,124,82,50,25,Close,90,80,260,,,,,,,,,,,
295,CME_MINI:MNQ1!,5,457.5,-325,782.5,36.47,30.43,43.59,1.14,0.84,1.6,392.5,"191,850.00",85,46,39,0,0,0,5.38,-7.07,20.06,123.21,123.68,122.82,63.43,66.34,59.34,160,160,160,124,124,82,50,25,Close,100,80,260,,,,,,,,,,,
730,CME_MINI:MNQ1!,5,-302,-327,25,36.36,34.55,38.64,0.93,0.88,1.01,"1,181.50","191,850.00",99,55,44,0,0,0,-3.05,-5.95,0.57,117.78,121.34,113.79,73.26,75.21,70.72,160,160,160,150,144,150,25,25,Close,100,120,260,,,,,,,,,,,
840,CME_MINI:MNQ1!,5,-302,-327,25,36.36,34.55,38.64,0.93,0.88,1.01,"1,181.50","191,850.00",99,55,44,0,0,0,-3.05,-5.95,0.57,117.78,121.34,113.79,73.26,75.21,70.72,160,160,160,150,144,150,25,25,Close,110,120,260,,,,,,,,,,,
611,CME_MINI:MNQ1!,5,124,-330,454,36.46,33.33,39.22,1.03,0.85,1.23,840,"191,850.00",96,45,51,0,0,0,1.29,-7.33,8.9,122.8,124.87,121.25,71.97,75.97,67.97,160,160,160,113.5,113.5,107.5,35,10,Close,90,120,260,,,,,,,,,,,
721,CME_MINI:MNQ1!,5,231.5,-330,561.5,36.84,33.33,40,1.06,0.85,1.3,732.5,"191,850.00",95,45,50,0,0,0,2.44,-7.33,11.23,122.8,124.87,121.25,71.34,75.97,66.55,160,160,160,113.5,113.5,104.5,35,10,Close,100,120,260,,,,,,,,,,,
1390,CME_MINI:MNQ1!,5,442,-330,772,34.65,29.82,40.91,1.1,0.87,1.47,898,"191,850.00",101,57,44,0,0,0,4.38,-5.79,17.55,133.46,133.5,133.42,64.08,64.99,62.67,160,160,160,168,168,130,25,25,Close,80,80,320,,,,,,,,,,,
508,CME_MINI:MNQ1!,5,-262,-332,70,39.25,36.84,42,0.95,0.88,1.03,"1,215.50","191,850.00",107,57,50,0,0,0,-2.45,-5.82,1.4,110.38,115.86,104.9,76.53,79,73.55,160,160,160,150,144,150,15,25,Close,80,120,260,,,,,,,,,,,
618,CME_MINI:MNQ1!,5,-457,-332,-125,38.1,36.84,39.58,0.91,0.88,0.94,"1,410.50","191,850.00",105,57,48,0,0,0,-4.35,-5.82,-2.6,111.03,115.86,105.68,76.53,79,73.55,160,160,160,150,144,150,15,25,Close,90,120,260,,,,,,,,,,,
1047,CME_MINI:MNQ1!,5,-352,-335,-17,38.61,37.5,39.62,0.93,0.87,0.99,"1,062.50","191,850.00",101,48,53,0,0,0,-3.49,-6.98,-0.32,118.1,121.5,115.19,82.63,84.07,81.2,160,160,160,170,133.5,170,15,10,Close,90,160,260,,,,,,,,,,,
