Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Doji Body Threshold (%),Star Gap Threshold (%),Minimum Body Size for Star Pattern (%),Maximum Middle Candle Body Size (%),Trade Quantity,Risk/Reward Ratio,Maximum Trades Per Day,Trading Start Hour (ET),Trading Start Minute,Trading End Hour (ET),Trading End Minute,Force Close Hour (ET),Force Close Minute,Use ADX Filter,ADX Length,ADX Threshold,Show Pattern Markers,Show Pattern Labels,Show SL/TP Levels,Marker Size
4768,"CME_MINI:MES1!","30","753.75","462.50","291.25","48.48","50.00","46.67","1.18","1.22","1.14","1,148.75","577,220.00",99,54,45,0,0,0,"7.61","8.56","6.47","103.44","94.44","115.00","84.23","80.29","88.49","323.75","207.50","323.75","532.50","221.25","532.50",10,5,65,60,1,2,5,8,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4769,"CME_MINI:MES1!","30","905.00","313.75","591.25","50.00","50.00","50.00","1.38","1.24","1.55","721.25","537,660.00",62,36,26,0,0,0,"14.60","8.72","22.74","105.56","89.31","128.08","78.92","76.10","82.60","323.75","205.00","323.75","232.50","221.25","232.50",10,5,70,60,1,2,5,8,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4770,"CME_MINI:MES1!","30","821.25","192.50","628.75","52.50","45.45","61.11","1.59","1.26","1.96","392.50","541,500.00",40,22,18,0,0,0,"20.53","8.75","34.93","105.48","92.88","116.93","77.43","66.93","93.93","323.75","205.00","323.75","232.50","123.75","232.50",10,5,75,60,1,2,5,8,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4771,"CME_MINI:MES1!","30","-863.75","-591.25","-272.50","38.18","34.62","41.38","0.85","0.73","0.92","2,183.75","608,875.00",110,52,58,0,0,0,"-7.85","-11.37","-4.70","113.99","89.03","132.71","86.94","66.48","108.05","372.50","218.75","372.50","532.50","251.25","532.50",10,5,35,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4772,"CME_MINI:MES1!","30","-772.50","-562.50","-210.00","40.66","36.36","44.68","0.85","0.70","0.93","2,197.50","608,937.50",91,44,47,0,0,0,"-8.49","-12.78","-4.47","115.54","81.25","141.67","98.97","68.98","132.71","372.50","218.75","372.50","532.50","251.25","532.50",10,5,40,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4773,"CME_MINI:MES1!","30","40.00","-228.75","268.75","43.24","41.67","44.74","1.01","0.84","1.13","1,110.00","609,062.50",74,36,38,0,0,0,"0.54","-6.35","7.07","113.13","83.00","139.71","91.79","73.69","110.86","372.50","218.75","372.50","532.50","251.25","532.50",10,5,45,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4774,"CME_MINI:MES1!","30","-266.25","-270.00","3.75","41.38","34.48","48.28","0.91","0.77","1.00","1,093.75","608,937.50",58,29,29,0,0,0,"-4.59","-9.31","0.13","109.69","90.63","123.30","93.51","65.35","132.50","273.75","218.75","273.75","532.50","113.75","532.50",10,5,50,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4775,"CME_MINI:MES1!","30","-72.50","-367.50","295.00","44.19","31.82","57.14","0.96","0.63","1.27","695.00","601,375.00",43,22,21,0,0,0,"-1.69","-16.70","14.05","104.74","88.57","114.17","93.75","70.54","134.38","252.50","183.75","252.50","532.50","113.75","532.50",10,5,55,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4776,"CME_MINI:MES1!","30","-200.00","-207.50","7.50","43.33","40.00","46.67","0.88","0.68","1.01","733.75","601,437.50",30,15,15,0,0,0,"-6.67","-13.83","0.50","111.83","72.71","145.36","110.25","80.47","144.29","252.50","152.50","252.50","532.50","113.75","532.50",10,5,60,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4777,"CME_MINI:MES1!","30","-432.50","-200.00","-232.50","40.91","33.33","50.00","0.70","0.64","0.73","856.25","547,260.00",22,12,10,0,0,0,"-19.66","-16.67","-23.25","110.56","88.13","128.50","118.96","78.93","175.00","232.50","152.50","232.50","532.50","113.75","532.50",10,5,65,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4778,"CME_MINI:MES1!","30","67.50","-83.75","151.25","46.15","40.00","66.67","1.12","0.81","2.20","256.25","547,080.00",13,10,3,0,0,0,"5.19","-8.38","50.42","105.00","88.13","138.75","93.75","87.25","126.25","232.50","152.50","232.50","126.25","113.75","126.25",10,5,70,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4779,"CME_MINI:MES1!","30","45.00","-106.25","151.25","42.86","25.00","66.67","1.14","0.43","2.20","152.50","547,080.00",7,4,3,0,0,0,"6.43","-26.56","50.42","118.75","78.75","138.75","103.75","92.50","126.25","232.50","78.75","232.50","126.25","113.75","126.25",10,5,75,15,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4780,"CME_MINI:MES1!","30","-852.50","-603.75","-248.75","39.19","36.62","41.56","0.88","0.79","0.94","2,380.00","666,705.00",148,71,77,0,0,0,"-5.76","-8.50","-3.23","108.60","87.69","125.59","82.20","65.54","99.24","372.50","218.75","372.50","532.50","251.25","532.50",10,5,35,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4781,"CME_MINI:MES1!","30","-805.00","-756.25","-48.75","41.27","37.10","45.31","0.88","0.71","0.99","2,257.50","666,575.00",126,62,64,0,0,0,"-6.39","-12.20","-0.76","108.56","79.84","131.34","90.85","68.22","116.89","372.50","218.75","372.50","532.50","251.25","532.50",10,5,40,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4782,"CME_MINI:MES1!","30","-60.00","-547.50","487.50","44.12","41.51","46.94","0.99","0.76","1.21","1,390.00","638,328.75",102,53,49,0,0,0,"-0.59","-10.33","9.95","102.97","80.97","124.02","86.92","77.63","98.54","372.50","218.75","372.50","532.50","251.25","532.50",10,5,45,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4783,"CME_MINI:MES1!","30","-700.00","-636.25","-63.75","41.67","36.36","47.50","0.83","0.68","0.97","1,461.25","638,392.50",84,44,40,0,0,0,"-8.33","-14.46","-1.59","100.29","84.84","113.29","91.52","73.84","116.64","273.75","218.75","273.75","532.50","187.50","532.50",10,5,50,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4784,"CME_MINI:MES1!","30","-376.25","-577.50","201.25","43.86","35.48","53.85","0.86","0.61","1.16","1,138.75","638,265.00",57,31,26,0,0,0,"-6.60","-18.63","7.74","93.95","81.25","103.93","90.83","77.43","113.98","252.50","183.75","252.50","532.50","185.00","532.50",10,5,55,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4785,"CME_MINI:MES1!","30","-393.75","-438.75","45.00","43.90","39.13","50.00","0.82","0.61","1.04","977.50","638,328.75",41,23,18,0,0,0,"-9.60","-19.08","2.50","99.51","76.53","122.50","104.05","86.73","132.19","252.50","152.50","252.50","532.50","185.00","532.50",10,5,60,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4786,"CME_MINI:MES1!","30","-757.50","-477.50","-280.00","37.04","31.25","45.45","0.58","0.47","0.70","1,198.75","546,960.00",27,16,11,0,0,0,"-28.06","-29.84","-25.45","106.00","83.50","128.50","113.59","89.50","153.75","232.50","152.50","232.50","532.50","185.00","532.50",10,5,65,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4787,"CME_MINI:MES1!","30","8.75","-95.00","103.75","43.75","41.67","50.00","1.01","0.81","1.60","332.50","546,900.00",16,12,4,0,0,0,"0.55","-7.92","25.94","99.29","83.50","138.75","85.78","85.42","86.88","232.50","152.50","232.50","126.25","113.75","126.25",10,5,70,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4788,"CME_MINI:MES1!","30","-13.75","-117.50","103.75","40.00","33.33","50.00","0.97","0.55","1.60","276.25","546,900.00",10,6,4,0,0,0,"-1.38","-19.58","25.94","105.31","71.88","138.75","87.00","87.08","86.88","232.50","78.75","232.50","126.25","113.75","126.25",10,5,75,20,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4789,"CME_MINI:MES1!","30","-1,216.25","-731.25","-485.00","38.69","37.97","39.33","0.85","0.78","0.90","2,628.75","666,575.00",168,79,89,0,0,0,"-7.24","-9.26","-5.45","103.37","83.96","120.00","79.35","67.71","90.10","372.50","218.75","372.50","532.50","251.25","532.50",10,5,35,25,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4790,"CME_MINI:MES1!","30","-1,268.75","-857.50","-411.25","40.43","38.81","41.89","0.82","0.70","0.90","2,503.75","666,575.00",141,67,74,0,0,0,"-9.00","-12.80","-5.56","102.43","76.44","124.23","87.75","71.13","103.96","372.50","218.75","372.50","532.50","251.25","532.50",10,5,40,25,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4791,"CME_MINI:MES1!","30","-537.50","-727.50","190.00","42.61","41.38","43.86","0.90","0.73","1.07","1,403.75","638,328.75",115,58,57,0,0,0,"-4.67","-12.54","3.33","97.88","80.47","114.60","84.66","80.57","89.17","372.50","218.75","372.50","532.50","251.25","532.50",10,5,45,25,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4792,"CME_MINI:MES1!","30","-991.25","-837.50","-153.75","40.63","36.00","45.65","0.79","0.64","0.94","1,587.50","638,392.50",96,50,46,0,0,0,"-10.33","-16.75","-3.34","97.18","83.75","108.69","88.54","75.65","105.92","273.75","218.75","273.75","532.50","221.25","532.50",10,5,50,25,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4793,"CME_MINI:MES1!","30","-718.75","-752.50","33.75","42.42","36.11","50.00","0.78","0.58","1.02","1,487.50","638,392.50",66,36,30,0,0,0,"-10.89","-20.90","1.13","89.73","80.29","97.92","89.76","81.65","102.50","252.50","183.75","252.50","532.50","221.25","532.50",10,5,55,25,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4794,"CME_MINI:MES1!","30","-813.75","-691.25","-122.50","40.82","37.04","45.45","0.70","0.52","0.90","1,382.50","638,583.75",49,27,22,0,0,0,"-16.61","-25.60","-5.57","93.88","76.13","111.63","99.68","90.78","112.61","252.50","152.50","252.50","532.50","221.25","532.50",10,5,60,25,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4795,"CME_MINI:MES1!","30","-1,112.50","-730.00","-382.50","35.29","30.00","42.86","0.51","0.40","0.63","1,553.75","537,600.00",34,20,14,0,0,0,"-32.72","-36.50","-27.32","95.52","81.67","109.38","107.56","93.85","129.84","232.50","152.50","232.50","532.50","221.25","532.50",10,5,65,25,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
4796,"CME_MINI:MES1!","30","-297.50","-285.00","-12.50","38.10","40.00","33.33","0.72","0.63","0.96","595.00","537,660.00",21,15,6,0,0,0,"-14.17","-19.00","-2.08","95.94","81.67","138.75","88.75","96.88","72.50","232.50","152.50","232.50","221.25","221.25","126.25",10,5,70,25,1,2,5,9,0,14,0,15,50,"true",21,20,"false","false","false","Normal"
