Step,Symbol,Timeframe,Net Profit (USD),Net Profit Long (USD),Net Profit Short (USD),% Profitable,% Profitable Long,% Profitable Short,Profit Factor,Profit Factor Long,Profit Factor Short,Max Drawdown (USD),Buy & Hold Return (USD),Total Closed Trades,Total Closed Trades Long,Total Closed Trades Short,Total Open Trades,Total Open Trades Long,Total Open Trades Short,Avg Trade (USD),Avg Trade Long (USD),Avg Trade Short (USD),Avg Winning Trade (USD),Avg Winning Trade Long (USD),Avg Winning Trade Short (USD),Avg Losing Trade (USD),Avg Losing Trade Long (USD),Avg Losing Trade Short (USD),Largest Winning Trade (USD),Largest Winning Trade Long (USD),Largest Winning Trade Short (USD),Largest Losing Trade (USD),Largest Losing Trade Long (USD),Largest Losing Trade Short (USD),Doji Body Threshold (%),Star Gap Threshold (%),Minimum Body Size for Star Pattern (%),Maximum Middle Candle Body Size (%),Trade Quantity,Risk/Reward Ratio,Maximum Trades Per Day,Trading Start Hour (ET),Trading Start Minute,Trading End Hour (ET),Trading End Minute,Force Close Hour (ET),Force Close Minute,Use ADX Filter,ADX Length,ADX Threshold,Show Pattern Markers,Show Pattern Labels,Show SL/TP Levels,Marker Size
2289,"CME_MINI:MES1!","5","1,656.25","1,512.50","143.75","34.20","33.65","34.83","1.28","1.47","1.05","1,497.50","282,550.00",193,104,89,0,0,0,"8.58","14.54","1.62","114.36","134.39","91.73","46.39","46.25","46.55","1,210.00","1,210.00","343.75","368.75","180.00","368.75",10,5,45,35,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2290,"CME_MINI:MES1!","5","1,517.50","1,478.75","38.75","34.52","34.15","34.88","1.29","1.62","1.01","1,198.75","282,450.00",168,82,86,0,0,0,"9.03","18.03","0.45","115.02","137.46","94.08","46.85","43.89","49.71","1,210.00","1,210.00","343.75","368.75","180.00","368.75",10,5,50,35,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2291,"CME_MINI:MES1!","5","701.25","1,596.25","-895.00","33.33","38.46","27.87","1.16","1.79","0.63","975.00","272,220.00",126,65,61,0,0,0,"5.57","24.56","-14.67","121.96","144.25","89.19","53.27","51.54","54.80","1,210.00","1,210.00","292.50","368.75","272.50","368.75",10,5,55,35,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2292,"CME_MINI:MES1!","5","-427.50","-86.25","-341.25","34.09","34.09","34.09","0.87","0.94","0.81","1,196.25","284,350.00",88,44,44,0,0,0,"-4.86","-1.96","-7.76","94.38","90.17","98.58","56.19","49.61","62.76","420.00","338.75","420.00","368.75","165.00","368.75",10,5,60,35,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2293,"CME_MINI:MES1!","5","-97.50","50.00","-147.50","34.00","34.62","33.33","0.95","1.05","0.88","1,006.25","284,350.00",50,26,24,0,0,0,"-1.95","1.92","-6.15","120.66","109.03","133.75","65.11","54.78","76.09","420.00","338.75","420.00","368.75","165.00","368.75",10,5,65,35,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2294,"CME_MINI:MES1!","5","543.75","86.25","457.50","37.93","35.71","40.00","1.51","1.14","2.00","551.25","284,250.00",29,14,15,0,0,0,"18.75","6.16","30.50","146.36","139.00","152.50","59.24","67.64","50.83","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,35,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2295,"CME_MINI:MES1!","5","236.25","137.50","98.75","42.11","40.00","44.44","1.30","1.30","1.29","551.25","264,712.50",19,10,9,0,0,0,"12.43","13.75","10.97","128.59","147.19","110.00","72.05","75.21","68.25","338.75","338.75","187.50","187.50","165.00","187.50",10,5,75,35,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2296,"CME_MINI:MES1!","5","523.75","818.75","-295.00","32.99","31.79","34.31","1.06","1.17","0.93","1,683.75","287,000.00",288,151,137,1,0,1,"1.82","5.42","-2.15","99.26","119.87","78.22","46.15","47.91","44.13","1,210.00","1,210.00","343.75","368.75","236.25","368.75",10,5,35,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2297,"CME_MINI:MES1!","5","463.75","867.50","-403.75","33.99","32.85","35.34","1.06","1.19","0.89","1,550.00","287,000.00",253,137,116,1,1,0,"1.83","6.33","-3.48","98.14","118.25","76.07","47.76","48.41","46.97","1,210.00","1,210.00","343.75","368.75","180.00","368.75",10,5,40,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2298,"CME_MINI:MES1!","5","1,313.75","1,143.75","170.00","33.33","31.67","35.48","1.20","1.30","1.06","1,461.25","282,400.00",213,120,93,0,0,0,"6.17","9.53","1.83","112.08","130.46","90.91","46.79","46.51","47.17","1,210.00","1,210.00","343.75","368.75","180.00","368.75",10,5,45,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2299,"CME_MINI:MES1!","5","1,210.00","1,107.50","102.50","33.51","32.29","34.83","1.21","1.38","1.04","1,225.00","282,400.00",185,96,89,0,0,0,"6.54","11.54","1.15","112.02","130.44","93.59","46.63","45.17","48.25","1,210.00","1,210.00","343.75","368.75","180.00","368.75",10,5,50,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2300,"CME_MINI:MES1!","5","437.50","1,205.00","-767.50","33.10","36.00","29.85","1.09","1.48","0.69","988.75","272,171.25",142,75,67,0,0,0,"3.08","16.07","-11.46","114.41","136.90","84.06","52.00","51.90","52.10","1,210.00","1,210.00","292.50","368.75","272.50","368.75",10,5,55,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2301,"CME_MINI:MES1!","5","-636.25","-452.50","-183.75","33.65","30.91","36.73","0.83","0.76","0.90","1,196.25","284,000.00",104,55,49,0,0,0,"-6.12","-8.23","-3.75","88.18","84.85","91.32","53.95","49.87","58.95","420.00","338.75","420.00","368.75","165.00","368.75",10,5,60,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2302,"CME_MINI:MES1!","5","-108.75","-132.50","23.75","36.07","34.29","38.46","0.96","0.90","1.02","1,006.25","283,900.00",61,35,26,0,0,0,"-1.78","-3.79","0.91","106.59","97.29","117.75","62.92","56.52","72.11","420.00","338.75","420.00","368.75","165.00","368.75",10,5,65,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2303,"CME_MINI:MES1!","5","463.75","36.25","427.50","37.50","37.50","37.50","1.39","1.05","1.88","551.25","283,900.00",32,16,16,0,0,0,"14.49","2.27","26.72","137.92","123.33","152.50","59.56","70.38","48.75","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2304,"CME_MINI:MES1!","5","111.25","42.50","68.75","38.10","36.36","40.00","1.12","1.08","1.19","551.25","264,322.50",21,11,10,0,0,0,"5.30","3.86","6.88","128.59","147.19","110.00","70.58","78.04","61.88","338.75","338.75","187.50","187.50","165.00","187.50",10,5,75,40,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2305,"CME_MINI:MES1!","5","767.50","1,446.25","-678.75","32.25","31.82","32.68","1.08","1.30","0.85","1,532.50","286,600.00",307,154,153,1,0,1,"2.50","9.39","-4.44","102.31","128.11","77.03","45.01","46.01","43.98","1,210.00","1,210.00","343.75","368.75","236.25","368.75",10,5,35,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2306,"CME_MINI:MES1!","5","827.50","1,530.00","-702.50","33.94","33.33","34.62","1.10","1.34","0.83","1,398.75","286,700.00",277,147,130,1,1,0,"2.99","10.41","-5.40","100.36","124.31","74.28","47.03","46.54","47.59","1,210.00","1,210.00","343.75","368.75","180.00","368.75",10,5,40,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2307,"CME_MINI:MES1!","5","827.50","1,016.25","-188.75","32.49","31.30","33.96","1.11","1.25","0.94","1,332.50","282,100.00",237,131,106,0,0,0,"3.49","7.76","-1.78","107.00","124.33","87.26","46.32","45.35","47.57","1,210.00","1,210.00","343.75","368.75","180.00","368.75",10,5,45,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2308,"CME_MINI:MES1!","5","897.50","1,037.50","-140.00","31.68","30.77","32.65","1.14","1.33","0.95","1,391.25","282,100.00",202,104,98,0,0,0,"4.44","9.98","-1.43","111.88","131.60","92.15","45.38","44.08","46.80","1,210.00","1,210.00","343.75","368.75","180.00","368.75",10,5,50,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2309,"CME_MINI:MES1!","5","740.00","1,530.00","-790.00","32.90","36.90","28.17","1.14","1.58","0.69","1,100.00","271,878.75",155,84,71,0,0,0,"4.77","18.21","-11.13","115.49","133.95","86.88","49.52","49.48","49.56","1,210.00","1,210.00","292.50","368.75","272.50","368.75",10,5,55,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2310,"CME_MINI:MES1!","5","-361.25","-158.75","-202.50","33.33","32.26","34.55","0.91","0.92","0.90","1,196.25","283,950.00",117,62,55,0,0,0,"-3.09","-2.56","-3.68","91.47","91.69","91.25","50.37","47.44","53.78","420.00","338.75","420.00","368.75","165.00","368.75",10,5,60,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2311,"CME_MINI:MES1!","5","305.00","213.75","91.25","37.14","37.50","36.67","1.12","1.16","1.07","1,006.25","284,100.00",70,40,30,0,0,0,"4.36","5.34","3.04","110.43","103.92","119.32","58.32","53.80","64.28","420.00","338.75","420.00","368.75","165.00","368.75",10,5,65,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2312,"CME_MINI:MES1!","5","802.50","402.50","400.00","40.54","45.00","35.29","1.65","1.55","1.78","551.25","284,050.00",37,20,17,0,0,0,"21.69","20.13","23.53","136.42","125.69","152.50","56.53","66.25","46.82","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2313,"CME_MINI:MES1!","5","475.00","433.75","41.25","44.00","50.00","36.36","1.50","1.79","1.10","551.25","264,468.75",25,14,11,0,0,0,"19.00","30.98","3.75","129.09","140.00","110.00","67.50","78.04","56.96","338.75","338.75","187.50","187.50","165.00","187.50",10,5,75,45,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2314,"CME_MINI:MES1!","5","1,517.50","1,432.50","85.00","32.69","31.41","33.97","1.16","1.30","1.02","1,671.25","286,850.00",312,156,156,1,1,0,"4.86","9.18","0.54","105.97","127.55","86.01","44.24","45.02","43.43","1,210.00","1,210.00","403.75","368.75","236.25","368.75",10,5,35,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2315,"CME_MINI:MES1!","5","1,578.75","1,481.25","97.50","34.01","32.03","36.17","1.18","1.32","1.02","1,468.75","286,850.00",294,153,141,1,1,0,"5.37","9.68","0.69","104.54","125.43","84.46","45.75","44.86","46.78","1,210.00","1,210.00","403.75","368.75","177.50","368.75",10,5,40,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2316,"CME_MINI:MES1!","5","1,743.75","1,187.50","556.25","33.46","31.39","35.83","1.23","1.29","1.16","1,208.75","282,250.00",257,137,120,1,1,0,"6.79","8.67","4.64","109.49","122.99","95.99","44.87","43.63","46.38","1,210.00","1,210.00","403.75","368.75","165.00","368.75",10,5,45,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2317,"CME_MINI:MES1!","5","1,518.75","815.00","703.75","33.04","29.20","36.84","1.22","1.24","1.21","1,267.50","282,150.00",227,113,114,1,1,0,"6.69","7.21","6.17","110.58","127.77","97.08","44.57","42.52","46.86","1,210.00","1,210.00","403.75","368.75","165.00","368.75",10,5,50,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2318,"CME_MINI:MES1!","5","927.50","1,196.25","-268.75","32.57","34.41","30.49","1.16","1.39","0.90","1,135.00","271,976.25",175,93,82,1,1,0,"5.30","12.86","-3.28","118.22","132.62","99.80","49.25","49.96","48.49","1,210.00","1,210.00","442.50","368.75","272.50","368.75",10,5,55,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2319,"CME_MINI:MES1!","5","-25.00","-527.50","502.50","32.84","27.78","38.71","0.99","0.78","1.25","853.75","284,100.00",134,72,62,1,1,0,"-0.19","-7.33","8.10","98.95","91.44","105.21","48.65","45.31","53.22","442.50","338.75","442.50","368.75","198.75","368.75",10,5,60,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2320,"CME_MINI:MES1!","5","766.25","-15.00","781.25","36.59","32.65","42.42","1.27","0.99","1.63","611.25","284,100.00",82,49,33,0,0,0,"9.34","-0.31","23.67","121.75","102.42","143.84","55.50","50.11","64.87","442.50","338.75","442.50","368.75","198.75","368.75",10,5,65,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2321,"CME_MINI:MES1!","5","958.75","137.50","821.25","36.96","37.04","36.84","1.60","1.13","2.53","611.25","284,200.00",46,27,19,0,0,0,"20.84","5.09","43.22","151.10","121.13","193.93","55.52","63.16","44.69","442.50","338.75","442.50","198.75","198.75","187.50",10,5,70,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2322,"CME_MINI:MES1!","5","957.50","500.00","457.50","44.83","50.00","38.46","1.97","1.89","2.08","611.25","264,615.00",29,16,13,0,0,0,"33.02","31.25","35.19","149.42","132.50","176.50","61.56","70.00","53.13","442.50","338.75","442.50","187.50","165.00","187.50",10,5,75,50,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2323,"CME_MINI:MES1!","5","2,755.00","2,118.75","636.25","34.69","34.15","35.26","1.29","1.44","1.14","1,352.50","286,900.00",320,164,156,1,1,0,"8.61","12.92","4.08","110.52","123.71","97.09","45.51","44.53","46.57","1,210.00","1,210.00","442.50","368.75","236.25","368.75",10,5,35,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2324,"CME_MINI:MES1!","5","2,951.25","2,062.50","888.75","36.30","34.16","38.73","1.33","1.44","1.21","1,376.25","286,950.00",303,161,142,1,1,0,"9.74","12.81","6.26","108.98","123.43","94.52","46.82","44.59","49.54","1,210.00","1,210.00","442.50","368.75","177.50","368.75",10,5,40,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2325,"CME_MINI:MES1!","5","2,431.25","1,472.50","958.75","34.33","31.69","37.30","1.30","1.35","1.24","1,248.75","282,300.00",268,142,126,1,1,0,"9.07","10.37","7.61","115.26","125.00","105.93","46.43","42.81","50.89","1,210.00","1,210.00","442.50","368.75","160.00","368.75",10,5,45,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2326,"CME_MINI:MES1!","5","1,666.25","913.75","752.50","32.64","28.93","36.44","1.23","1.25","1.21","1,553.75","282,150.00",239,121,118,1,1,0,"6.97","7.55","6.38","114.46","130.07","101.74","45.10","42.31","48.30","1,210.00","1,210.00","403.75","368.75","165.00","368.75",10,5,50,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2327,"CME_MINI:MES1!","5","607.50","1,001.25","-393.75","31.55","33.00","29.89","1.10","1.30","0.87","1,328.75","271,927.50",187,100,87,1,1,0,"3.25","10.01","-4.53","118.58","131.78","101.83","49.91","49.96","49.86","1,210.00","1,210.00","442.50","368.75","272.50","368.75",10,5,55,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2328,"CME_MINI:MES1!","5","-225.00","-685.00","460.00","32.39","27.27","38.46","0.95","0.74","1.21","976.25","284,100.00",142,77,65,1,1,0,"-1.58","-8.90","7.08","99.76","91.01","107.10","50.14","46.36","55.44","442.50","338.75","442.50","368.75","198.75","368.75",10,5,60,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2329,"CME_MINI:MES1!","5","631.25","-200.00","831.25","34.88","30.77","41.18","1.20","0.89","1.66","611.25","284,000.00",86,52,34,0,0,0,"7.34","-3.85","24.45","124.25","102.42","149.20","55.29","51.08","62.88","442.50","338.75","442.50","368.75","198.75","368.75",10,5,65,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2330,"CME_MINI:MES1!","5","916.25","20.00","896.25","35.42","34.48","36.84","1.53","1.02","2.67","611.25","283,950.00",48,29,19,0,0,0,"19.09","0.69","47.17","155.51","121.13","204.64","55.73","62.70","44.69","442.50","338.75","442.50","198.75","198.75","187.50",10,5,70,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2331,"CME_MINI:MES1!","5","970.00","382.50","587.50","43.75","44.44","42.86","1.88","1.56","2.38","611.25","264,322.50",32,18,14,0,0,0,"30.31","21.25","41.96","148.04","132.50","168.75","61.25","67.75","53.13","442.50","338.75","442.50","187.50","165.00","187.50",10,5,75,55,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2332,"CME_MINI:MES1!","5","730.00","808.75","-78.75","30.82","31.85","29.81","1.07","1.17","0.99","1,606.25","286,650.00",318,157,161,1,1,0,"2.30","5.15","-0.49","110.09","109.48","110.73","45.72","43.60","47.73","605.00","605.00","561.25","368.75","236.25","368.75",10,5,35,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2333,"CME_MINI:MES1!","5","521.25","175.00","346.25","31.80","30.82","32.88","1.05","1.03","1.08","2,012.50","286,650.00",305,159,146,1,1,0,"1.71","1.10","2.37","104.54","106.15","102.89","46.24","45.69","46.86","605.00","605.00","561.25","227.50","180.00","227.50",10,5,40,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2334,"CME_MINI:MES1!","5","450.00","-170.00","620.00","31.87","30.50","33.33","1.05","0.96","1.15","2,005.00","281,900.00",273,141,132,1,1,0,"1.65","-1.21","4.70","104.74","98.63","110.71","46.57","45.01","48.31","561.25","338.75","561.25","227.50","180.00","227.50",10,5,45,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2335,"CME_MINI:MES1!","5","1,528.75","1,275.00","253.75","30.92","29.75","32.03","1.20","1.35","1.06","2,200.00","281,950.00",249,121,128,1,1,0,"6.14","10.54","1.98","121.56","135.56","109.27","45.53","42.41","48.58","1,210.00","1,210.00","561.25","368.75","160.00","368.75",10,5,50,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2336,"CME_MINI:MES1!","5","548.75","1,092.50","-543.75","30.46","33.01","27.66","1.08","1.32","0.84","1,645.00","271,683.75",197,103,94,1,1,0,"2.79","10.61","-5.78","123.67","132.83","111.68","50.16","49.62","50.70","1,210.00","1,210.00","561.25","368.75","272.50","368.75",10,5,55,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2337,"CME_MINI:MES1!","5","490.00","-271.25","761.25","31.61","28.40","35.14","1.10","0.89","1.30","1,522.50","283,850.00",155,81,74,1,1,0,"3.16","-3.35","10.29","113.55","98.70","126.68","47.87","43.81","52.76","561.25","338.75","561.25","368.75","198.75","368.75",10,5,60,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2338,"CME_MINI:MES1!","5","855.00","-117.50","972.50","34.34","32.20","37.50","1.24","0.94","1.66","823.75","283,950.00",99,59,40,0,0,0,"8.64","-1.99","24.31","127.94","100.20","163.08","53.77","50.53","58.95","561.25","338.75","561.25","368.75","198.75","368.75",10,5,65,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2339,"CME_MINI:MES1!","5","355.00","-135.00","490.00","31.48","33.33","28.57","1.17","0.90","1.76","736.25","284,050.00",54,33,21,0,0,0,"6.57","-4.09","23.33","140.88","114.43","189.38","55.14","63.35","43.08","420.00","338.75","420.00","198.75","198.75","187.50",10,5,70,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2340,"CME_MINI:MES1!","5","408.75","227.50","181.25","36.84","40.91","31.25","1.29","1.26","1.34","635.00","264,371.25",38,22,16,0,0,0,"10.76","10.34","11.33","130.27","123.06","143.25","58.96","67.69","48.64","338.75","338.75","296.25","187.50","165.00","187.50",10,5,75,60,1,2,5,8,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2341,"CME_MINI:MES1!","5","726.25","188.75","537.50","35.96","34.43","37.74","1.22","1.09","1.42","1,097.50","284,000.00",114,61,53,1,1,0,"6.37","3.09","10.14","98.93","106.07","91.44","45.62","50.97","39.13","420.00","338.75","420.00","187.50","180.00","187.50",10,5,35,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2342,"CME_MINI:MES1!","5","786.25","268.75","517.50","38.14","36.00","40.43","1.27","1.15","1.46","997.50","284,000.00",97,50,47,1,1,0,"8.11","5.38","11.01","99.63","112.99","86.97","48.33","55.16","40.54","420.00","338.75","420.00","187.50","180.00","187.50",10,5,40,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2343,"CME_MINI:MES1!","5","1,186.25","616.25","570.00","39.74","38.10","41.67","1.52","1.45","1.61","865.00","284,150.00",78,42,36,0,0,0,"15.21","14.67","15.83","112.10","123.20","100.25","48.70","52.12","44.46","420.00","338.75","420.00","187.50","180.00","187.50",10,5,45,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2344,"CME_MINI:MES1!","5","742.50","390.00","352.50","38.81","37.14","40.63","1.36","1.33","1.40","683.75","284,150.00",67,35,32,0,0,0,"11.08","11.14","11.02","107.69","120.58","94.81","50.18","53.52","46.32","420.00","338.75","420.00","187.50","180.00","187.50",10,5,50,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2345,"CME_MINI:MES1!","5","842.50","595.00","247.50","38.78","40.74","36.36","1.54","1.72","1.34","551.25","284,150.00",49,27,22,0,0,0,"17.19","22.04","11.25","125.79","128.98","121.41","51.58","51.48","51.70","420.00","338.75","420.00","187.50","165.00","187.50",10,5,55,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2346,"CME_MINI:MES1!","5","-97.50","-117.50","20.00","32.43","30.00","35.29","0.93","0.86","1.03","620.00","284,150.00",37,20,17,0,0,0,"-2.64","-5.88","1.18","111.88","116.25","107.50","57.60","58.21","56.82","420.00","338.75","420.00","187.50","165.00","187.50",10,5,60,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2347,"CME_MINI:MES1!","5","267.50","40.00","227.50","40.00","33.33","50.00","1.32","1.08","1.61","551.25","284,100.00",20,12,8,0,0,0,"13.38","3.33","28.44","139.38","128.75","150.00","70.63","59.38","93.13","420.00","338.75","420.00","187.50","165.00","187.50",10,5,65,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2348,"CME_MINI:MES1!","5","191.25","-5.00","196.25","30.77","25.00","40.00","1.29","0.99","1.79","551.25","284,150.00",13,8,5,0,0,0,"14.71","-0.63","39.25","211.25","200.00","222.50","72.64","67.50","82.92","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2349,"CME_MINI:MES1!","5","-10.00","152.50","-162.50","42.86","40.00","50.00","0.98","1.62","0.13","551.25","264,517.50",7,5,2,0,0,0,"-1.43","30.50","-81.25","141.67","200.00","25.00","108.75","82.50","187.50","338.75","338.75","25.00","187.50","165.00","187.50",10,5,75,15,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2350,"CME_MINI:MES1!","5","738.75","140.00","598.75","34.00","32.05","36.11","1.18","1.06","1.36","1,218.75","284,200.00",150,78,72,1,1,0,"4.93","1.79","8.32","95.54","103.90","87.50","41.76","46.37","36.44","420.00","338.75","420.00","187.50","180.00","187.50",10,5,35,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2351,"CME_MINI:MES1!","5","958.75","292.50","666.25","37.12","34.78","39.68","1.26","1.13","1.47","957.50","284,150.00",132,69,63,1,1,0,"7.26","4.24","10.58","93.72","103.91","83.95","43.78","48.92","37.70","420.00","338.75","420.00","187.50","180.00","187.50",10,5,40,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2352,"CME_MINI:MES1!","5","1,450.00","613.75","836.25","39.62","36.84","42.86","1.51","1.35","1.75","867.50","284,200.00",106,57,49,0,0,0,"13.68","10.77","17.07","102.32","111.79","92.86","44.49","48.16","39.78","420.00","338.75","420.00","187.50","180.00","187.50",10,5,45,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2353,"CME_MINI:MES1!","5","1,233.75","506.25","727.50","41.49","37.50","45.65","1.50","1.35","1.70","700.00","284,200.00",94,48,46,0,0,0,"13.13","10.55","15.82","95.19","108.06","84.17","45.07","47.96","41.60","420.00","338.75","420.00","187.50","180.00","187.50",10,5,50,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2354,"CME_MINI:MES1!","5","1,245.00","847.50","397.50","42.65","44.44","40.63","1.68","1.89","1.45","592.50","284,100.00",68,36,32,0,0,0,"18.31","23.54","12.42","105.91","112.27","98.08","46.83","47.44","46.18","420.00","338.75","420.00","187.50","165.00","187.50",10,5,55,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2355,"CME_MINI:MES1!","5","131.25","-78.75","210.00","37.25","32.00","42.31","1.08","0.92","1.28","590.00","284,200.00",51,25,26,0,0,0,"2.57","-3.15","8.08","94.93","106.88","86.25","52.27","54.93","49.25","420.00","338.75","420.00","187.50","165.00","187.50",10,5,60,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2356,"CME_MINI:MES1!","5","325.00","8.75","316.25","42.31","30.77","53.85","1.34","1.02","1.72","551.25","284,050.00",26,13,13,0,0,0,"12.50","0.67","24.33","115.68","128.75","108.21","63.17","56.25","73.54","420.00","338.75","420.00","187.50","165.00","187.50",10,5,65,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2357,"CME_MINI:MES1!","5","348.75","-5.00","353.75","43.75","25.00","62.50","1.53","0.99","2.42","551.25","284,050.00",16,8,8,0,0,0,"21.80","-0.63","44.22","143.21","200.00","120.50","72.64","67.50","82.92","420.00","338.75","420.00","187.50","165.00","187.50",10,5,70,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2358,"CME_MINI:MES1!","5","92.50","152.50","-60.00","55.56","40.00","75.00","1.21","1.62","0.68","551.25","264,468.75",9,5,4,0,0,0,"10.28","30.50","-15.00","105.50","200.00","42.50","108.75","82.50","187.50","338.75","338.75","65.00","187.50","165.00","187.50",10,5,75,20,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
2359,"CME_MINI:MES1!","5","737.50","762.50","-25.00","32.09","31.96","32.22","1.13","1.26","0.99","1,436.25","284,100.00",187,97,90,1,1,0,"3.94","7.86","-0.28","103.88","117.62","89.18","43.27","43.69","42.81","637.50","637.50","420.00","368.75","180.00","368.75",10,5,35,25,1,2,5,9,0,14,0,15,50,"false",14,20,"false","false","false","Normal"
